,unit_sales
2013-01-01,0.0
2013-01-02,15.0
2013-01-03,12.0
2013-01-04,28.0
2013-01-05,55.0
2013-01-06,0.0
2013-01-07,14.0
2013-01-08,13.0
2013-01-09,15.0
2013-01-10,13.0
2013-01-11,40.0
2013-01-12,68.0
2013-01-13,0.0
2013-01-14,9.0
2013-01-15,8.0
2013-01-16,24.0
2013-01-17,14.0
2013-01-18,44.0
2013-01-19,78.0
2013-01-20,0.0
2013-01-21,10.0
2013-01-22,13.0
2013-01-23,21.0
2013-01-24,20.0
2013-01-25,67.0
2013-01-26,86.0
2013-01-27,0.0
2013-01-28,10.0
2013-01-29,13.0
2013-01-30,17.0
2013-01-31,13.0
2013-02-01,44.0
2013-02-02,67.0
2013-02-03,0.0
2013-02-04,11.0
2013-02-05,12.0
2013-02-06,13.0
2013-02-07,25.0
2013-02-08,49.0
2013-02-09,57.0
2013-02-10,52.0
2013-02-11,45.0
2013-02-12,23.0
2013-02-13,13.0
2013-02-14,20.0
2013-02-15,13.0
2013-02-16,0.0
2013-02-17,0.0
2013-02-18,16.0
2013-02-19,16.0
2013-02-20,22.0
2013-02-21,25.0
2013-02-22,38.0
2013-02-23,58.0
2013-02-24,0.0
2013-02-25,11.0
2013-02-26,7.0
2013-02-27,18.0
2013-02-28,13.0
2013-03-01,43.0
2013-03-02,111.0
2013-03-03,0.0
2013-03-04,11.0
2013-03-05,14.0
2013-03-06,20.0
2013-03-07,10.0
2013-03-08,42.0
2013-03-09,76.0
2013-03-10,0.0
2013-03-11,10.0
2013-03-12,14.0
2013-03-13,11.0
2013-03-14,20.0
2013-03-15,29.0
2013-03-16,60.0
2013-03-17,0.0
2013-03-18,8.0
2013-03-19,10.0
2013-03-20,18.0
2013-03-21,20.0
2013-03-22,41.0
2013-03-23,72.0
2013-03-24,0.0
2013-03-25,14.0
2013-03-26,18.0
2013-03-27,19.0
2013-03-28,40.0
2013-03-29,62.0
2013-03-30,78.0
2013-03-31,0.0
2013-04-01,9.0
2013-04-02,11.0
2013-04-03,18.0
2013-04-04,16.0
2013-04-05,32.0
2013-04-06,66.0
2013-04-07,0.0
2013-04-08,6.0
2013-04-09,16.0
2013-04-10,13.0
2013-04-11,26.0
2013-04-12,53.0
2013-04-13,89.0
2013-04-14,0.0
2013-04-15,10.0
2013-04-16,15.0
2013-04-17,11.0
2013-04-18,14.0
2013-04-19,50.0
2013-04-20,58.0
2013-04-21,0.0
2013-04-22,10.0
2013-04-23,9.0
2013-04-24,9.0
2013-04-25,17.0
2013-04-26,47.0
2013-04-27,67.0
2013-04-28,0.0
2013-04-29,7.0
2013-04-30,45.0
2013-05-01,68.0
2013-05-02,18.0
2013-05-03,37.0
2013-05-04,84.0
2013-05-05,0.0
2013-05-06,10.0
2013-05-07,6.0
2013-05-08,20.0
2013-05-09,25.0
2013-05-10,52.0
2013-05-11,97.0
2013-05-12,0.0
2013-05-13,7.0
2013-05-14,12.0
2013-05-15,16.0
2013-05-16,21.0
2013-05-17,40.0
2013-05-18,62.0
2013-05-19,0.0
2013-05-20,9.0
2013-05-21,9.0
2013-05-22,19.0
2013-05-23,33.0
2013-05-24,71.0
2013-05-25,49.0
2013-05-26,0.0
2013-05-27,9.0
2013-05-28,7.0
2013-05-29,15.0
2013-05-30,6.0
2013-05-31,35.0
2013-06-01,69.0
2013-06-02,0.0
2013-06-03,9.0
2013-06-04,9.0
2013-06-05,18.0
2013-06-06,23.0
2013-06-07,117.0
2013-06-08,57.0
2013-06-09,0.0
2013-06-10,21.0
2013-06-11,29.0
2013-06-12,14.0
2013-06-13,48.0
2013-06-14,70.0
2013-06-15,137.0
2013-06-16,0.0
2013-06-17,10.0
2013-06-18,9.0
2013-06-19,7.0
2013-06-20,18.0
2013-06-21,44.0
2013-06-22,66.0
2013-06-23,0.0
2013-06-24,11.0
2013-06-25,38.0
2013-06-26,18.0
2013-06-27,16.0
2013-06-28,39.0
2013-06-29,65.0
2013-06-30,0.0
2013-07-01,11.0
2013-07-02,11.0
2013-07-03,17.0
2013-07-04,20.0
2013-07-05,33.0
2013-07-06,51.0
