,unit_sales
2013-01-01,0.0
2013-01-02,16.0
2013-01-03,12.0
2013-01-04,28.0
2013-01-05,38.0
2013-01-06,0.0
2013-01-07,9.0
2013-01-08,6.0
2013-01-09,10.0
2013-01-10,17.0
2013-01-11,32.0
2013-01-12,47.0
2013-01-13,0.0
2013-01-14,7.0
2013-01-15,14.0
2013-01-16,9.0
2013-01-17,14.0
2013-01-18,22.0
2013-01-19,42.0
2013-01-20,0.0
2013-01-21,14.0
2013-01-22,12.0
2013-01-23,22.0
2013-01-24,8.0
2013-01-25,35.0
2013-01-26,53.0
2013-01-27,0.0
2013-01-28,4.0
2013-01-29,5.0
2013-01-30,22.0
2013-01-31,14.0
2013-02-01,31.0
2013-02-02,64.0
2013-02-03,0.0
2013-02-04,13.0
2013-02-05,14.0
2013-02-06,16.0
2013-02-07,19.0
2013-02-08,36.0
2013-02-09,44.0
2013-02-10,30.0
2013-02-11,44.0
2013-02-12,19.0
2013-02-13,9.0
2013-02-14,16.0
2013-02-15,3.0
2013-02-16,0.0
2013-02-17,0.0
2013-02-18,8.0
2013-02-19,7.0
2013-02-20,9.0
2013-02-21,17.0
2013-02-22,20.0
2013-02-23,60.0
2013-02-24,0.0
2013-02-25,13.0
2013-02-26,16.0
2013-02-27,9.0
2013-02-28,9.0
2013-03-01,31.0
2013-03-02,52.0
2013-03-03,0.0
2013-03-04,4.0
2013-03-05,9.0
2013-03-06,17.0
2013-03-07,14.0
2013-03-08,40.0
2013-03-09,45.0
2013-03-10,0.0
2013-03-11,7.0
2013-03-12,19.0
2013-03-13,13.0
2013-03-14,14.0
2013-03-15,22.0
2013-03-16,44.0
2013-03-17,0.0
2013-03-18,5.0
2013-03-19,9.0
2013-03-20,11.0
2013-03-21,12.0
2013-03-22,19.0
2013-03-23,47.0
2013-03-24,0.0
2013-03-25,10.0
2013-03-26,29.0
2013-03-27,12.0
2013-03-28,25.0
2013-03-29,52.0
2013-03-30,46.0
2013-03-31,0.0
2013-04-01,11.0
2013-04-02,10.0
2013-04-03,8.0
2013-04-04,9.0
2013-04-05,31.0
2013-04-06,52.0
2013-04-07,0.0
2013-04-08,8.0
2013-04-09,11.0
2013-04-10,10.0
2013-04-11,16.0
2013-04-12,31.0
2013-04-13,52.0
2013-04-14,0.0
2013-04-15,9.0
2013-04-16,15.0
2013-04-17,8.0
2013-04-18,11.0
2013-04-19,28.0
2013-04-20,46.0
2013-04-21,0.0
2013-04-22,9.0
2013-04-23,7.0
2013-04-24,13.0
2013-04-25,17.0
2013-04-26,35.0
2013-04-27,87.0
2013-04-28,0.0
2013-04-29,7.0
2013-04-30,31.0
2013-05-01,52.0
2013-05-02,19.0
2013-05-03,38.0
2013-05-04,48.0
2013-05-05,0.0
2013-05-06,6.0
2013-05-07,5.0
2013-05-08,13.0
2013-05-09,13.0
2013-05-10,23.0
2013-05-11,74.0
2013-05-12,0.0
2013-05-13,8.0
2013-05-14,9.0
2013-05-15,7.0
2013-05-16,12.0
2013-05-17,28.0
2013-05-18,52.0
2013-05-19,0.0
2013-05-20,10.0
2013-05-21,8.0
2013-05-22,6.0
2013-05-23,20.0
2013-05-24,55.0
2013-05-25,49.0
2013-05-26,0.0
2013-05-27,11.0
2013-05-28,14.0
2013-05-29,12.0
2013-05-30,3.0
2013-05-31,17.0
2013-06-01,54.0
2013-06-02,0.0
2013-06-03,11.0
2013-06-04,12.0
2013-06-05,14.0
2013-06-06,13.0
2013-06-07,89.0
2013-06-08,55.0
2013-06-09,0.0
2013-06-10,11.0
2013-06-11,21.0
2013-06-12,11.0
2013-06-13,14.0
2013-06-14,40.0
2013-06-15,88.0
2013-06-16,0.0
2013-06-17,4.0
2013-06-18,8.0
2013-06-19,5.0
2013-06-20,19.0
2013-06-21,30.0
2013-06-22,44.0
2013-06-23,0.0
2013-06-24,13.0
2013-06-25,13.0
2013-06-26,7.0
2013-06-27,10.0
2013-06-28,28.0
2013-06-29,45.0
2013-06-30,0.0
2013-07-01,10.0
2013-07-02,8.0
2013-07-03,18.0
2013-07-04,12.0
2013-07-05,32.0
2013-07-06,48.0
2013-07-07,0.0
2013-07-08,10.0
2013-07-09,7.0
2013-07-10,8.0
2013-07-11,13.0
2013-07-12,29.0
2013-07-13,28.0
2013-07-14,0.0
2013-07-15,8.0
2013-07-16,10.0
2013-07-17,8.0
2013-07-18,15.0
2013-07-19,34.0
2013-07-20,43.0
2013-07-21,0.0
2013-07-22,20.0
2013-07-23,12.0
2013-07-24,16.0
2013-07-25,19.0
2013-07-26,21.0
2013-07-27,57.0
2013-07-28,0.0
2013-07-29,10.0
2013-07-30,8.0
2013-07-31,15.0
2013-08-01,22.0
2013-08-02,32.0
2013-08-03,49.0
2013-08-04,0.0
2013-08-05,14.0
2013-08-06,5.0
2013-08-07,16.0
2013-08-08,10.0
2013-08-09,30.0
2013-08-10,38.0
2013-08-11,0.0
2013-08-12,7.0
2013-08-13,18.0
2013-08-14,24.0
2013-08-15,15.0
2013-08-16,28.0
2013-08-17,44.0
2013-08-18,0.0
2013-08-19,14.0
2013-08-20,11.0
2013-08-21,14.0
2013-08-22,10.0
2013-08-23,29.0
2013-08-24,30.0
2013-08-25,0.0
2013-08-26,3.0
2013-08-27,12.0
2013-08-28,13.0
2013-08-29,11.0
2013-08-30,30.0
2013-08-31,37.0
2013-09-01,0.0
2013-09-02,7.0
2013-09-03,5.0
2013-09-04,15.0
2013-09-05,14.0
2013-09-06,43.0
2013-09-07,45.0
2013-09-08,0.0
2013-09-09,4.0
2013-09-10,17.0
2013-09-11,10.0
2013-09-12,16.0
2013-09-13,33.0
2013-09-14,53.0
2013-09-15,0.0
2013-09-16,10.0
2013-09-17,9.0
2013-09-18,6.0
2013-09-19,7.0
2013-09-20,32.0
2013-09-21,70.0
2013-09-22,0.0
2013-09-23,15.0
2013-09-24,7.0
2013-09-25,10.0
2013-09-26,13.0
2013-09-27,49.0
2013-09-28,55.0
2013-09-29,0.0
2013-09-30,9.0
2013-10-01,13.0
2013-10-02,8.0
2013-10-03,28.0
2013-10-04,31.0
2013-10-05,46.0
2013-10-06,0.0
2013-10-07,9.0
2013-10-08,14.0
2013-10-09,10.0
2013-10-10,42.0
2013-10-11,141.0
2013-10-12,54.0
2013-10-13,0.0
2013-10-14,12.0
2013-10-15,30.0
2013-10-16,10.0
2013-10-17,15.0
2013-10-18,13.0
2013-10-19,60.0
2013-10-20,0.0
2013-10-21,5.0
2013-10-22,9.0
2013-10-23,13.0
2013-10-24,7.0
2013-10-25,23.0
2013-10-26,50.0
2013-10-27,0.0
2013-10-28,3.0
2013-10-29,8.0
2013-10-30,9.0
2013-10-31,22.0
2013-11-01,35.0
2013-11-02,50.0
2013-11-03,0.0
2013-11-04,14.0
2013-11-05,8.0
2013-11-06,5.0
2013-11-07,9.0
2013-11-08,31.0
2013-11-09,40.0
2013-11-10,0.0
2013-11-11,7.0
2013-11-12,15.0
2013-11-13,9.0
2013-11-14,18.0
2013-11-15,34.0
2013-11-16,70.0
2013-11-17,0.0
2013-11-18,3.0
