,unit_sales
2013-01-01,0.0
2013-01-02,5.0
2013-01-03,9.0
2013-01-04,14.0
2013-01-05,33.0
2013-01-06,0.0
2013-01-07,2.0
2013-01-08,5.0
2013-01-09,7.0
2013-01-10,8.0
2013-01-11,22.0
2013-01-12,27.0
2013-01-13,0.0
2013-01-14,1.0
2013-01-15,10.0
2013-01-16,4.0
2013-01-17,6.0
2013-01-18,14.0
2013-01-19,33.0
2013-01-20,0.0
2013-01-21,9.0
2013-01-22,8.0
2013-01-23,6.0
2013-01-24,3.0
2013-01-25,11.0
2013-01-26,27.0
2013-01-27,0.0
2013-01-28,5.0
2013-01-29,12.0
2013-01-30,11.0
2013-01-31,6.0
2013-02-01,17.0
2013-02-02,49.0
2013-02-03,0.0
2013-02-04,2.0
2013-02-05,7.0
2013-02-06,10.0
2013-02-07,9.0
2013-02-08,28.0
2013-02-09,22.0
2013-02-10,19.0
2013-02-11,21.0
2013-02-12,10.0
2013-02-13,6.0
2013-02-14,14.0
2013-02-15,0.0
2013-02-16,0.0
2013-02-17,0.0
2013-02-18,8.0
2013-02-19,3.0
2013-02-20,8.0
2013-02-21,4.0
2013-02-22,17.0
2013-02-23,29.0
2013-02-24,0.0
2013-02-25,9.0
2013-02-26,4.0
2013-02-27,10.0
2013-02-28,9.0
2013-03-01,16.0
2013-03-02,31.0
2013-03-03,0.0
2013-03-04,10.0
2013-03-05,10.0
2013-03-06,6.0
2013-03-07,10.0
2013-03-08,22.0
2013-03-09,32.0
2013-03-10,0.0
2013-03-11,7.0
2013-03-12,10.0
2013-03-13,15.0
2013-03-14,5.0
2013-03-15,14.0
2013-03-16,26.0
2013-03-17,0.0
2013-03-18,6.0
2013-03-19,1.0
2013-03-20,10.0
2013-03-21,7.0
2013-03-22,8.0
2013-03-23,26.0
2013-03-24,0.0
2013-03-25,12.0
2013-03-26,19.0
2013-03-27,5.0
2013-03-28,15.0
2013-03-29,19.0
2013-03-30,39.0
2013-03-31,0.0
2013-04-01,10.0
2013-04-02,8.0
2013-04-03,18.0
2013-04-04,10.0
2013-04-05,11.0
2013-04-06,34.0
2013-04-07,0.0
2013-04-08,9.0
2013-04-09,14.0
2013-04-10,5.0
2013-04-11,15.0
2013-04-12,23.0
2013-04-13,49.0
2013-04-14,0.0
2013-04-15,7.0
2013-04-16,10.0
2013-04-17,16.0
2013-04-18,7.0
2013-04-19,22.0
2013-04-20,41.0
2013-04-21,0.0
2013-04-22,4.0
2013-04-23,6.0
2013-04-24,16.0
2013-04-25,16.0
2013-04-26,25.0
2013-04-27,44.0
2013-04-28,0.0
2013-04-29,4.0
2013-04-30,15.0
2013-05-01,35.0
2013-05-02,5.0
2013-05-03,23.0
2013-05-04,39.0
2013-05-05,0.0
2013-05-06,6.0
2013-05-07,2.0
2013-05-08,14.0
2013-05-09,10.0
2013-05-10,23.0
2013-05-11,52.0
2013-05-12,0.0
2013-05-13,4.0
2013-05-14,6.0
2013-05-15,2.0
2013-05-16,8.0
2013-05-17,15.0
2013-05-18,33.0
2013-05-19,0.0
2013-05-20,6.0
2013-05-21,11.0
2013-05-22,5.0
2013-05-23,18.0
2013-05-24,26.0
2013-05-25,42.0
2013-05-26,0.0
2013-05-27,3.0
2013-05-28,5.0
2013-05-29,11.0
2013-05-30,5.0
2013-05-31,13.0
2013-06-01,27.0
2013-06-02,0.0
2013-06-03,12.0
2013-06-04,7.0
2013-06-05,7.0
2013-06-06,7.0
2013-06-07,61.0
2013-06-08,40.0
2013-06-09,0.0
2013-06-10,6.0
2013-06-11,21.0
2013-06-12,5.0
2013-06-13,9.0
2013-06-14,21.0
2013-06-15,50.0
2013-06-16,0.0
2013-06-17,0.0
2013-06-18,6.0
2013-06-19,2.0
2013-06-20,4.0
2013-06-21,21.0
2013-06-22,31.0
2013-06-23,0.0
2013-06-24,6.0
2013-06-25,3.0
2013-06-26,8.0
2013-06-27,6.0
2013-06-28,14.0
2013-06-29,29.0
2013-06-30,0.0
2013-07-01,6.0
2013-07-02,4.0
2013-07-03,7.0
2013-07-04,7.0
2013-07-05,14.0
2013-07-06,29.0
2013-07-07,0.0
2013-07-08,7.0
2013-07-09,2.0
2013-07-10,6.0
2013-07-11,6.0
2013-07-12,7.0
2013-07-13,30.0
2013-07-14,0.0
2013-07-15,3.0
2013-07-16,9.0
2013-07-17,0.0
2013-07-18,11.0
2013-07-19,15.0
2013-07-20,18.0
2013-07-21,0.0
2013-07-22,4.0
2013-07-23,4.0
2013-07-24,2.0
2013-07-25,8.0
2013-07-26,12.0
2013-07-27,44.0
2013-07-28,0.0
2013-07-29,8.0
2013-07-30,5.0
2013-07-31,4.0
2013-08-01,14.0
2013-08-02,16.0
2013-08-03,23.0
2013-08-04,0.0
2013-08-05,5.0
2013-08-06,2.0
2013-08-07,8.0
2013-08-08,7.0
2013-08-09,19.0
2013-08-10,26.0
2013-08-11,0.0
2013-08-12,1.0
2013-08-13,7.0
2013-08-14,8.0
2013-08-15,11.0
2013-08-16,21.0
2013-08-17,27.0
2013-08-18,0.0
2013-08-19,3.0
2013-08-20,15.0
2013-08-21,6.0
2013-08-22,9.0
2013-08-23,13.0
2013-08-24,20.0
2013-08-25,0.0
2013-08-26,4.0
2013-08-27,8.0
2013-08-28,9.0
2013-08-29,9.0
2013-08-30,23.0
2013-08-31,12.0
2013-09-01,0.0
2013-09-02,3.0
2013-09-03,5.0
2013-09-04,6.0
2013-09-05,5.0
2013-09-06,36.0
2013-09-07,20.0
2013-09-08,0.0
2013-09-09,6.0
2013-09-10,21.0
2013-09-11,4.0
2013-09-12,5.0
2013-09-13,12.0
2013-09-14,20.0
2013-09-15,0.0
2013-09-16,3.0
2013-09-17,2.0
2013-09-18,7.0
2013-09-19,3.0
2013-09-20,7.0
2013-09-21,33.0
2013-09-22,0.0
2013-09-23,10.0
2013-09-24,1.0
2013-09-25,3.0
2013-09-26,4.0
2013-09-27,20.0
2013-09-28,29.0
2013-09-29,0.0
2013-09-30,2.0
2013-10-01,6.0
2013-10-02,9.0
2013-10-03,6.0
2013-10-04,22.0
2013-10-05,28.0
2013-10-06,0.0
2013-10-07,5.0
2013-10-08,6.0
2013-10-09,4.0
2013-10-10,15.0
2013-10-11,31.0
2013-10-12,19.0
2013-10-13,0.0
2013-10-14,5.0
2013-10-15,13.0
2013-10-16,2.0
2013-10-17,8.0
2013-10-18,15.0
2013-10-19,41.0
2013-10-20,0.0
2013-10-21,9.0
2013-10-22,1.0
2013-10-23,4.0
2013-10-24,2.0
2013-10-25,15.0
2013-10-26,23.0
2013-10-27,0.0
2013-10-28,6.0
2013-10-29,2.0
2013-10-30,3.0
2013-10-31,7.0
2013-11-01,15.0
2013-11-02,32.0
2013-11-03,0.0
2013-11-04,3.0
2013-11-05,5.0
2013-11-06,6.0
2013-11-07,3.0
2013-11-08,17.0
2013-11-09,29.0
2013-11-10,0.0
2013-11-11,7.0
2013-11-12,5.0
2013-11-13,7.0
2013-11-14,3.0
2013-11-15,6.0
2013-11-16,26.0
2013-11-17,0.0
2013-11-18,6.0
2013-11-19,10.0
2013-11-20,3.0
2013-11-21,7.0
2013-11-22,9.0
2013-11-23,34.0
2013-11-24,0.0
2013-11-25,3.0
2013-11-26,8.0
2013-11-27,5.0
2013-11-28,8.0
2013-11-29,12.0
2013-11-30,21.0
2013-12-01,0.0
2013-12-02,8.0
2013-12-03,8.0
2013-12-04,17.0
2013-12-05,30.0
2013-12-06,22.0
2013-12-07,27.0
2013-12-08,0.0
2013-12-09,4.0
2013-12-10,2.0
2013-12-11,5.0
2013-12-12,4.0
2013-12-13,14.0
2013-12-14,27.0
2013-12-15,0.0
2013-12-16,14.0
