,unit_sales
2013-01-01,0.0
2013-01-02,10.0
2013-01-03,9.0
2013-01-04,34.0
2013-01-05,33.0
2013-01-06,0.0
2013-01-07,9.0
2013-01-08,9.0
2013-01-09,19.0
2013-01-10,26.0
2013-01-11,32.0
2013-01-12,68.0
2013-01-13,0.0
2013-01-14,7.0
2013-01-15,12.0
2013-01-16,20.0
2013-01-17,9.0
2013-01-18,13.0
2013-01-19,58.0
2013-01-20,0.0
2013-01-21,8.0
2013-01-22,7.0
2013-01-23,9.0
2013-01-24,13.0
2013-01-25,36.0
2013-01-26,65.0
2013-01-27,0.0
2013-01-28,6.0
2013-01-29,17.0
2013-01-30,26.0
2013-01-31,11.0
2013-02-01,33.0
2013-02-02,45.0
2013-02-03,0.0
2013-02-04,9.0
2013-02-05,10.0
2013-02-06,18.0
2013-02-07,22.0
2013-02-08,48.0
2013-02-09,36.0
2013-02-10,27.0
2013-02-11,21.0
2013-02-12,17.0
2013-02-13,6.0
2013-02-14,24.0
2013-02-15,2.0
2013-02-16,0.0
2013-02-17,0.0
2013-02-18,11.0
2013-02-19,10.0
2013-02-20,9.0
2013-02-21,12.0
2013-02-22,33.0
2013-02-23,53.0
2013-02-24,0.0
2013-02-25,13.0
2013-02-26,7.0
2013-02-27,4.0
2013-02-28,12.0
2013-03-01,42.0
2013-03-02,69.0
2013-03-03,0.0
2013-03-04,6.0
2013-03-05,11.0
2013-03-06,15.0
2013-03-07,23.0
2013-03-08,32.0
2013-03-09,70.0
2013-03-10,0.0
2013-03-11,1.0
2013-03-12,11.0
2013-03-13,16.0
2013-03-14,16.0
2013-03-15,28.0
2013-03-16,54.0
2013-03-17,0.0
2013-03-18,6.0
2013-03-19,6.0
2013-03-20,10.0
2013-03-21,15.0
2013-03-22,43.0
2013-03-23,31.0
2013-03-24,0.0
2013-03-25,11.0
2013-03-26,17.0
2013-03-27,23.0
2013-03-28,26.0
2013-03-29,66.0
2013-03-30,52.0
2013-03-31,0.0
2013-04-01,15.0
2013-04-02,5.0
2013-04-03,23.0
2013-04-04,19.0
2013-04-05,42.0
2013-04-06,70.0
2013-04-07,0.0
2013-04-08,14.0
2013-04-09,11.0
2013-04-10,21.0
2013-04-11,17.0
2013-04-12,39.0
2013-04-13,75.0
2013-04-14,0.0
2013-04-15,8.0
2013-04-16,13.0
2013-04-17,7.0
2013-04-18,31.0
2013-04-19,56.0
2013-04-20,79.0
2013-04-21,0.0
2013-04-22,6.0
2013-04-23,6.0
2013-04-24,20.0
2013-04-25,42.0
2013-04-26,38.0
2013-04-27,51.0
2013-04-28,0.0
2013-04-29,16.0
2013-04-30,31.0
2013-05-01,52.0
2013-05-02,18.0
2013-05-03,37.0
2013-05-04,52.0
2013-05-05,0.0
2013-05-06,4.0
2013-05-07,8.0
2013-05-08,16.0
2013-05-09,17.0
