,unit_sales
2013-01-01,0.0
2013-01-02,10.0
2013-01-03,15.0
2013-01-04,17.0
2013-01-05,58.0
2013-01-06,0.0
2013-01-07,14.0
2013-01-08,7.0
2013-01-09,6.0
2013-01-10,15.0
2013-01-11,26.0
2013-01-12,51.0
2013-01-13,0.0
2013-01-14,7.0
2013-01-15,16.0
2013-01-16,11.0
2013-01-17,23.0
2013-01-18,35.0
2013-01-19,48.0
2013-01-20,0.0
2013-01-21,12.0
2013-01-22,19.0
2013-01-23,17.0
2013-01-24,12.0
2013-01-25,23.0
2013-01-26,55.0
2013-01-27,0.0
2013-01-28,4.0
2013-01-29,10.0
2013-01-30,13.0
2013-01-31,13.0
2013-02-01,34.0
2013-02-02,60.0
2013-02-03,0.0
2013-02-04,11.0
2013-02-05,9.0
2013-02-06,19.0
2013-02-07,28.0
2013-02-08,39.0
2013-02-09,46.0
2013-02-10,31.0
2013-02-11,39.0
2013-02-12,23.0
2013-02-13,12.0
2013-02-14,25.0
2013-02-15,0.0
2013-02-16,0.0
2013-02-17,0.0
2013-02-18,5.0
2013-02-19,9.0
2013-02-20,5.0
2013-02-21,25.0
2013-02-22,28.0
2013-02-23,55.0
2013-02-24,0.0
2013-02-25,14.0
2013-02-26,13.0
2013-02-27,8.0
2013-02-28,13.0
2013-03-01,38.0
2013-03-02,77.0
2013-03-03,0.0
2013-03-04,6.0
2013-03-05,12.0
2013-03-06,11.0
2013-03-07,15.0
2013-03-08,46.0
2013-03-09,63.0
2013-03-10,0.0
2013-03-11,9.0
2013-03-12,10.0
2013-03-13,11.0
2013-03-14,17.0
2013-03-15,28.0
2013-03-16,63.0
2013-03-17,0.0
2013-03-18,3.0
2013-03-19,14.0
2013-03-20,19.0
2013-03-21,9.0
2013-03-22,20.0
2013-03-23,57.0
2013-03-24,0.0
2013-03-25,10.0
2013-03-26,26.0
2013-03-27,20.0
2013-03-28,38.0
2013-03-29,47.0
2013-03-30,50.0
2013-03-31,0.0
2013-04-01,11.0
2013-04-02,13.0
2013-04-03,12.0
2013-04-04,14.0
2013-04-05,32.0
2013-04-06,85.0
2013-04-07,0.0
2013-04-08,14.0
2013-04-09,14.0
2013-04-10,13.0
2013-04-11,15.0
2013-04-12,38.0
2013-04-13,73.0
2013-04-14,0.0
2013-04-15,9.0
2013-04-16,5.0
2013-04-17,12.0
2013-04-18,11.0
2013-04-19,29.0
2013-04-20,52.0
2013-04-21,0.0
2013-04-22,10.0
2013-04-23,13.0
2013-04-24,8.0
2013-04-25,17.0
2013-04-26,38.0
2013-04-27,66.0
2013-04-28,0.0
2013-04-29,7.0
2013-04-30,27.0
2013-05-01,60.0
2013-05-02,9.0
2013-05-03,55.0
2013-05-04,42.0
2013-05-05,0.0
2013-05-06,4.0
2013-05-07,5.0
2013-05-08,16.0
2013-05-09,12.0
