,unit_sales
2013-01-01,0.0
2013-01-02,17.0
2013-01-03,18.0
2013-01-04,32.0
2013-01-05,61.0
2013-01-06,0.0
2013-01-07,15.0
2013-01-08,11.0
2013-01-09,22.0
2013-01-10,16.0
2013-01-11,29.0
2013-01-12,63.0
2013-01-13,0.0
2013-01-14,6.0
2013-01-15,8.0
2013-01-16,14.0
2013-01-17,17.0
2013-01-18,42.0
2013-01-19,61.0
2013-01-20,0.0
2013-01-21,16.0
2013-01-22,9.0
2013-01-23,16.0
2013-01-24,13.0
2013-01-25,44.0
2013-01-26,80.0
2013-01-27,0.0
2013-01-28,9.0
2013-01-29,16.0
2013-01-30,18.0
2013-01-31,13.0
2013-02-01,36.0
2013-02-02,59.0
2013-02-03,0.0
2013-02-04,10.0
2013-02-05,6.0
2013-02-06,12.0
2013-02-07,20.0
2013-02-08,36.0
2013-02-09,70.0
2013-02-10,49.0
2013-02-11,42.0
2013-02-12,27.0
2013-02-13,8.0
2013-02-14,15.0
2013-02-15,5.0
2013-02-16,0.0
2013-02-17,0.0
2013-02-18,12.0
2013-02-19,16.0
2013-02-20,16.0
2013-02-21,14.0
2013-02-22,34.0
2013-02-23,53.0
2013-02-24,0.0
2013-02-25,15.0
2013-02-26,12.0
2013-02-27,11.0
2013-02-28,14.0
2013-03-01,43.0
2013-03-02,85.0
2013-03-03,0.0
2013-03-04,13.0
2013-03-05,9.0
2013-03-06,20.0
2013-03-07,18.0
2013-03-08,33.0
2013-03-09,77.0
2013-03-10,0.0
2013-03-11,7.0
2013-03-12,8.0
2013-03-13,15.0
2013-03-14,7.0
2013-03-15,29.0
2013-03-16,56.0
2013-03-17,0.0
2013-03-18,17.0
2013-03-19,9.0
2013-03-20,8.0
2013-03-21,15.0
2013-03-22,42.0
2013-03-23,83.0
2013-03-24,0.0
2013-03-25,5.0
2013-03-26,20.0
2013-03-27,15.0
2013-03-28,49.0
2013-03-29,67.0
2013-03-30,55.0
2013-03-31,0.0
2013-04-01,20.0
2013-04-02,21.0
2013-04-03,28.0
2013-04-04,22.0
2013-04-05,35.0
2013-04-06,99.0
2013-04-07,0.0
2013-04-08,15.0
