,unit_sales
2013-01-01,0.0
2013-01-02,55.0
2013-01-03,45.0
2013-01-04,24.0
2013-01-05,52.0
2013-01-06,69.0
2013-01-07,29.0
2013-01-08,32.0
2013-01-09,27.0
2013-01-10,18.0
2013-01-11,22.0
2013-01-12,24.0
2013-01-13,55.0
2013-01-14,25.0
2013-01-15,17.0
2013-01-16,21.0
2013-01-17,19.0
2013-01-18,25.0
2013-01-19,39.0
2013-01-20,41.0
2013-01-21,34.0
2013-01-22,21.0
2013-01-23,28.0
2013-01-24,12.0
2013-01-25,15.0
2013-01-26,34.0
2013-01-27,47.0
2013-01-28,21.0
2013-01-29,14.0
2013-01-30,23.0
2013-01-31,31.0
2013-02-01,24.0
2013-02-02,44.0
2013-02-03,52.0
2013-02-04,31.0
2013-02-05,37.0
2013-02-06,19.0
2013-02-07,19.0
2013-02-08,16.0
2013-02-09,30.0
2013-02-10,19.0
2013-02-11,8.0
2013-02-12,25.0
2013-02-13,28.0
2013-02-14,19.0
2013-02-15,25.0
2013-02-16,45.0
2013-02-17,31.0
2013-02-18,41.0
2013-02-19,30.0
2013-02-20,26.0
2013-02-21,18.0
2013-02-22,9.0
2013-02-23,42.0
2013-02-24,39.0
2013-02-25,20.0
2013-02-26,10.0
2013-02-27,20.0
2013-02-28,12.0
2013-03-01,29.0
2013-03-02,50.0
2013-03-03,60.0
2013-03-04,17.0
2013-03-05,26.0
2013-03-06,28.0
2013-03-07,13.0
2013-03-08,25.0
2013-03-09,51.0
2013-03-10,39.0
2013-03-11,21.0
2013-03-12,21.0
2013-03-13,25.0
2013-03-14,20.0
2013-03-15,12.0
2013-03-16,46.0
2013-03-17,47.0
2013-03-18,25.0
2013-03-19,16.0
2013-03-20,14.0
2013-03-21,14.0
2013-03-22,26.0
2013-03-23,24.0
2013-03-24,46.0
2013-03-25,19.0
2013-03-26,21.0
2013-03-27,21.0
2013-03-28,30.0
2013-03-29,14.0
2013-03-30,48.0
2013-03-31,52.0
2013-04-01,41.0
2013-04-02,26.0
2013-04-03,31.0
2013-04-04,17.0
2013-04-05,14.0
2013-04-06,44.0
2013-04-07,49.0
2013-04-08,34.0
2013-04-09,27.0
2013-04-10,34.0
2013-04-11,9.0
2013-04-12,19.0
2013-04-13,54.0
2013-04-14,62.0
2013-04-15,32.0
2013-04-16,15.0
2013-04-17,29.0
2013-04-18,29.0
2013-04-19,15.0
2013-04-20,37.0
2013-04-21,37.0
2013-04-22,20.0
2013-04-23,24.0
2013-04-24,23.0
2013-04-25,19.0
2013-04-26,19.0
2013-04-27,37.0
2013-04-28,57.0
2013-04-29,37.0
2013-04-30,23.0
2013-05-01,37.0
2013-05-02,28.0
2013-05-03,34.0
2013-05-04,61.0
2013-05-05,68.0
2013-05-06,41.0
2013-05-07,26.0
2013-05-08,23.0
2013-05-09,20.0
2013-05-10,24.0
2013-05-11,35.0
2013-05-12,44.0
2013-05-13,18.0
2013-05-14,9.0
2013-05-15,15.0
2013-05-16,10.0
2013-05-17,20.0
2013-05-18,41.0
2013-05-19,43.0
2013-05-20,28.0
2013-05-21,22.0
2013-05-22,24.0
2013-05-23,15.0
2013-05-24,20.0
2013-05-25,25.0
2013-05-26,47.0
2013-05-27,26.0
2013-05-28,21.0
2013-05-29,33.0
2013-05-30,25.0
2013-05-31,23.0
2013-06-01,44.0
2013-06-02,76.0
2013-06-03,39.0
2013-06-04,24.0
2013-06-05,27.0
2013-06-06,22.0
2013-06-07,10.0
2013-06-08,53.0
2013-06-09,58.0
2013-06-10,32.0
2013-06-11,20.0
2013-06-12,27.0
2013-06-13,18.0
2013-06-14,26.0
2013-06-15,28.0
2013-06-16,56.0
2013-06-17,15.0
2013-06-18,30.0
2013-06-19,26.0
2013-06-20,25.0
2013-06-21,23.0
2013-06-22,40.0
2013-06-23,51.0
2013-06-24,26.0
2013-06-25,18.0
2013-06-26,17.0
2013-06-27,15.0
2013-06-28,30.0
2013-06-29,58.0
2013-06-30,52.0
2013-07-01,50.0
2013-07-02,36.0
2013-07-03,23.0
2013-07-04,22.0
2013-07-05,25.0
2013-07-06,43.0
2013-07-07,55.0
2013-07-08,31.0
2013-07-09,19.0
2013-07-10,30.0
2013-07-11,14.0
2013-07-12,24.0
2013-07-13,38.0
2013-07-14,58.0
2013-07-15,22.0
2013-07-16,21.0
2013-07-17,26.0
2013-07-18,8.0
2013-07-19,23.0
2013-07-20,35.0
2013-07-21,52.0
2013-07-22,24.0
2013-07-23,28.0
2013-07-24,16.0
2013-07-25,7.0
2013-07-26,23.0
2013-07-27,37.0
2013-07-28,48.0
2013-07-29,25.0
2013-07-30,18.0
2013-07-31,21.0
2013-08-01,27.0
2013-08-02,28.0
2013-08-03,58.0
2013-08-04,43.0
2013-08-05,22.0
2013-08-06,19.0
2013-08-07,23.0
2013-08-08,12.0
2013-08-09,20.0
2013-08-10,34.0
2013-08-11,46.0
2013-08-12,34.0
2013-08-13,30.0
2013-08-14,14.0
