,unit_sales
2013-01-01,0.0
2013-01-02,14.139
2013-01-03,15.416
2013-01-04,21.884
2013-01-05,19.846
2013-01-06,19.913
2013-01-07,15.466
2013-01-08,13.884
2013-01-09,12.381
2013-01-10,12.279
2013-01-11,13.478
2013-01-12,21.255
2013-01-13,21.418
2013-01-14,14.314
2013-01-15,14.236
2013-01-16,8.957
2013-01-17,15.492
2013-01-18,15.645
2013-01-19,25.444
2013-01-20,20.156
2013-01-21,14.955
2013-01-22,12.251
2013-01-23,10.83
2013-01-24,12.184
2013-01-25,19.825
2013-01-26,19.487
2013-01-27,19.707
2013-01-28,13.253
2013-01-29,11.232
2013-01-30,15.199
2013-01-31,11.019
2013-02-01,14.936
2013-02-02,24.466
2013-02-03,19.683
2013-02-04,13.917
2013-02-05,11.882
2013-02-06,14.704
2013-02-07,15.128
2013-02-08,20.842
2013-02-09,34.021
2013-02-10,34.546
2013-02-11,25.213
2013-02-12,22.102
2013-02-13,21.884
2013-02-14,16.889
2013-02-15,21.591
2013-02-16,31.012
2013-02-17,24.314
2013-02-18,16.424
2013-02-19,14.877
2013-02-20,16.78
2013-02-21,11.177
2013-02-22,15.239
2013-02-23,14.473
2013-02-24,20.636
2013-02-25,14.281
2013-02-26,11.95
2013-02-27,14.331
2013-02-28,12.927
2013-03-01,14.69
2013-03-02,25.693
2013-03-03,26.291
2013-03-04,15.868
2013-03-05,13.163
2013-03-06,14.376
2013-03-07,14.253
2013-03-08,17.832
2013-03-09,19.331
2013-03-10,23.073
2013-03-11,12.182
2013-03-12,11.626
2013-03-13,8.823
2013-03-14,10.955
2013-03-15,15.085
2013-03-16,19.612
2013-03-17,19.364
2013-03-18,11.409
2013-03-19,12.823
2013-03-20,13.132
2013-03-21,13.506
2013-03-22,16.246
2013-03-23,19.608
2013-03-24,22.366
2013-03-25,10.4
2013-03-26,16.903
2013-03-27,13.759
2013-03-28,14.723
2013-03-29,25.095
2013-03-30,31.241
2013-03-31,20.943
2013-04-01,14.34
2013-04-02,13.071
2013-04-03,13.577
2013-04-04,12.388
2013-04-05,11.288
2013-04-06,20.979
2013-04-07,20.071
2013-04-08,15.657
2013-04-09,14.688
2013-04-10,12.565
2013-04-11,11.544
2013-04-12,19.723
2013-04-13,26.487
2013-04-14,18.622
2013-04-15,12.253
2013-04-16,11.749
2013-04-17,9.917
2013-04-18,10.818
2013-04-19,14.359
2013-04-20,19.957
2013-04-21,21.877
2013-04-22,11.331
2013-04-23,11.979
2013-04-24,13.889
2013-04-25,13.962
2013-04-26,13.22
2013-04-27,25.383
2013-04-28,20.768
2013-04-29,9.591
2013-04-30,12.031
2013-05-01,19.702
2013-05-02,12.589
2013-05-03,13.962
2013-05-04,25.364
2013-05-05,25.766
2013-05-06,12.567
2013-05-07,12.52
2013-05-08,12.239
2013-05-09,9.565
2013-05-10,12.712
2013-05-11,29.109
2013-05-12,27.742
2013-05-13,11.322
2013-05-14,11.823
2013-05-15,10.872
2013-05-16,12.326
2013-05-17,14.08
2013-05-18,21.329
2013-05-19,18.972
2013-05-20,10.955
2013-05-21,10.943
2013-05-22,11.125
2013-05-23,14.792
2013-05-24,19.894
2013-05-25,23.468
2013-05-26,13.624
2013-05-27,13.712
2013-05-28,10.993
2013-05-29,12.941
2013-05-30,14.248
2013-05-31,14.972
2013-06-01,21.326
2013-06-02,20.721
2013-06-03,11.66
2013-06-04,13.033
2013-06-05,12.53
2013-06-06,12.064
2013-06-07,20.433
2013-06-08,19.936
2013-06-09,21.229
2013-06-10,8.917
2013-06-11,15.298
2013-06-12,13.887
2013-06-13,14.686
2013-06-14,14.927
2013-06-15,20.683
2013-06-16,27.967
2013-06-17,11.478
2013-06-18,8.785
2013-06-19,10.92
2013-06-20,9.369
2013-06-21,14.957
2013-06-22,21.147
2013-06-23,19.147
2013-06-24,14.948
2013-06-25,16.007
2013-06-26,15.591
2013-06-27,16.489
2013-06-28,15.196
2013-06-29,20.243
2013-06-30,21.125
2013-07-01,14.556
2013-07-02,16.61
2013-07-03,14.714
2013-07-04,12.014
2013-07-05,16.809
2013-07-06,20.6
2013-07-07,20.281
2013-07-08,15.721
2013-07-09,13.832
2013-07-10,13.078
2013-07-11,7.189
2013-07-12,15.858
2013-07-13,19.811
2013-07-14,20.433
2013-07-15,13.544
2013-07-16,12.856
2013-07-17,13.863
2013-07-18,12.6
2013-07-19,15.615
2013-07-20,21.336
2013-07-21,19.995
2013-07-22,12.463
2013-07-23,11.617
2013-07-24,12.267
2013-07-25,11.433
2013-07-26,11.489
2013-07-27,19.314
2013-07-28,19.709
2013-07-29,11.846
2013-07-30,11.901
2013-07-31,16.532
2013-08-01,13.927
2013-08-02,16.019
2013-08-03,17.752
2013-08-04,21.652
2013-08-05,15.78
2013-08-06,15.241
2013-08-07,11.704
2013-08-08,10.768
2013-08-09,14.582
2013-08-10,19.738
2013-08-11,19.974
2013-08-12,12.806
2013-08-13,12.541
2013-08-14,12.986
2013-08-15,10.775
2013-08-16,7.333
2013-08-17,15.87
2013-08-18,16.305
2013-08-19,12.407
2013-08-20,14.87
2013-08-21,11.069
2013-08-22,9.106
2013-08-23,13.664
2013-08-24,18.357
2013-08-25,19.284
2013-08-26,13.522
2013-08-27,13.889
2013-08-28,14.759
2013-08-29,13.019
2013-08-30,15.248
2013-08-31,25.965
2013-09-01,24.229
2013-09-02,13.515
2013-09-03,12.128
2013-09-04,13.305
2013-09-05,13.343
