,unit_sales
2013-01-01,0.0
2013-01-02,67.0
2013-01-03,26.0
2013-01-04,99.0
2013-01-05,180.0
2013-01-06,75.0
2013-01-07,66.0
2013-01-08,51.0
2013-01-09,48.0
2013-01-10,27.0
2013-01-11,63.0
2013-01-12,116.0
2013-01-13,59.0
2013-01-14,27.0
2013-01-15,51.0
2013-01-16,66.0
2013-01-17,64.0
2013-01-18,89.0
2013-01-19,100.0
2013-01-20,72.0
2013-01-21,43.0
2013-01-22,41.0
2013-01-23,44.0
2013-01-24,43.0
2013-01-25,81.0
2013-01-26,110.0
2013-01-27,82.0
2013-01-28,27.0
2013-01-29,40.0
2013-01-30,32.0
2013-01-31,31.0
2013-02-01,61.0
2013-02-02,85.0
2013-02-03,71.0
2013-02-04,28.0
2013-02-05,27.0
2013-02-06,82.0
2013-02-07,51.0
2013-02-08,53.0
2013-02-09,85.0
2013-02-10,45.0
2013-02-11,54.0
2013-02-12,34.0
2013-02-13,27.0
2013-02-14,44.0
2013-02-15,51.0
2013-02-16,74.0
2013-02-17,40.0
2013-02-18,19.0
2013-02-19,19.0
2013-02-20,20.0
2013-02-21,45.0
2013-02-22,62.0
2013-02-23,106.0
2013-02-24,68.0
2013-02-25,36.0
2013-02-26,25.0
2013-02-27,25.0
2013-02-28,35.0
2013-03-01,62.0
2013-03-02,85.0
2013-03-03,64.0
2013-03-04,17.0
2013-03-05,26.0
2013-03-06,34.0
2013-03-07,38.0
2013-03-08,59.0
2013-03-09,99.0
2013-03-10,57.0
2013-03-11,34.0
2013-03-12,25.0
2013-03-13,23.0
2013-03-14,36.0
2013-03-15,58.0
2013-03-16,101.0
2013-03-17,51.0
2013-03-18,24.0
2013-03-19,18.0
2013-03-20,38.0
2013-03-21,37.0
2013-03-22,73.0
2013-03-23,91.0
2013-03-24,68.0
2013-03-25,28.0
2013-03-26,49.0
2013-03-27,49.0
2013-03-28,51.0
2013-03-29,84.0
2013-03-30,73.0
2013-03-31,46.0
2013-04-01,26.0
2013-04-02,25.0
2013-04-03,41.0
2013-04-04,33.0
2013-04-05,71.0
2013-04-06,149.0
2013-04-07,101.0
2013-04-08,43.0
2013-04-09,59.0
2013-04-10,50.0
2013-04-11,56.0
2013-04-12,93.0
2013-04-13,124.0
2013-04-14,50.0
2013-04-15,28.0
2013-04-16,27.0
2013-04-17,35.0
2013-04-18,41.0
2013-04-19,69.0
2013-04-20,72.0
2013-04-21,47.0
2013-04-22,14.0
2013-04-23,33.0
2013-04-24,46.0
2013-04-25,28.0
2013-04-26,58.0
2013-04-27,98.0
2013-04-28,52.0
2013-04-29,26.0
2013-04-30,64.0
2013-05-01,82.0
2013-05-02,32.0
2013-05-03,43.0
2013-05-04,78.0
2013-05-05,67.0
2013-05-06,32.0
2013-05-07,20.0
2013-05-08,28.0
2013-05-09,33.0
2013-05-10,81.0
2013-05-11,127.0
2013-05-12,66.0
2013-05-13,25.0
2013-05-14,29.0
2013-05-15,19.0
2013-05-16,31.0
2013-05-17,64.0
2013-05-18,94.0
2013-05-19,54.0
2013-05-20,15.0
2013-05-21,21.0
2013-05-22,31.0
2013-05-23,46.0
2013-05-24,62.0
2013-05-25,56.0
2013-05-26,43.0
2013-05-27,26.0
2013-05-28,22.0
2013-05-29,32.0
2013-05-30,40.0
2013-05-31,63.0
2013-06-01,70.0
2013-06-02,50.0
2013-06-03,26.0
2013-06-04,21.0
2013-06-05,38.0
2013-06-06,38.0
2013-06-07,103.0
2013-06-08,79.0
2013-06-09,62.0
2013-06-10,25.0
2013-06-11,38.0
2013-06-12,44.0
2013-06-13,40.0
2013-06-14,66.0
2013-06-15,97.0
2013-06-16,86.0
2013-06-17,23.0
2013-06-18,27.0
2013-06-19,35.0
2013-06-20,28.0
2013-06-21,56.0
2013-06-22,91.0
2013-06-23,56.0
2013-06-24,22.0
2013-06-25,26.0
2013-06-26,26.0
2013-06-27,52.0
2013-06-28,76.0
2013-06-29,70.0
2013-06-30,51.0
2013-07-01,22.0
2013-07-02,30.0
2013-07-03,41.0
2013-07-04,44.0
2013-07-05,89.0
2013-07-06,58.0
2013-07-07,54.0
2013-07-08,22.0
2013-07-09,26.0
2013-07-10,25.0
2013-07-11,30.0
2013-07-12,72.0
2013-07-13,101.0
2013-07-14,51.0
2013-07-15,19.0
2013-07-16,24.0
2013-07-17,35.0
2013-07-18,32.0
2013-07-19,64.0
2013-07-20,93.0
2013-07-21,43.0
2013-07-22,23.0
2013-07-23,31.0
2013-07-24,26.0
2013-07-25,55.0
2013-07-26,52.0
2013-07-27,85.0
2013-07-28,40.0
2013-07-29,14.0
2013-07-30,34.0
2013-07-31,21.0
2013-08-01,44.0
2013-08-02,44.0
2013-08-03,69.0
2013-08-04,102.0
2013-08-05,24.0
2013-08-06,20.0
2013-08-07,40.0
2013-08-08,44.0
2013-08-09,60.0
2013-08-10,54.0
2013-08-11,45.0
2013-08-12,22.0
2013-08-13,28.0
2013-08-14,25.0
2013-08-15,38.0
2013-08-16,48.0
2013-08-17,71.0
2013-08-18,50.0
2013-08-19,20.0
2013-08-20,20.0
2013-08-21,35.0
2013-08-22,44.0
2013-08-23,50.0
2013-08-24,68.0
2013-08-25,42.0
2013-08-26,33.0
2013-08-27,33.0
2013-08-28,39.0
2013-08-29,28.0
2013-08-30,45.0
2013-08-31,70.0
2013-09-01,57.0
2013-09-02,25.0
2013-09-03,24.0
2013-09-04,38.0
2013-09-05,32.0
2013-09-06,61.0
2013-09-07,73.0
2013-09-08,54.0
2013-09-09,21.0
2013-09-10,22.0
2013-09-11,20.0
2013-09-12,34.0
2013-09-13,35.0
2013-09-14,60.0
2013-09-15,54.0
2013-09-16,17.0
2013-09-17,28.0
2013-09-18,18.0
2013-09-19,43.0
2013-09-20,64.0
2013-09-21,92.0
2013-09-22,71.0
2013-09-23,28.0
2013-09-24,21.0
2013-09-25,35.0
2013-09-26,31.0
2013-09-27,52.0
2013-09-28,126.0
2013-09-29,51.0
2013-09-30,32.0
2013-10-01,33.0
2013-10-02,46.0
2013-10-03,57.0
2013-10-04,57.0
2013-10-05,73.0
2013-10-06,77.0
2013-10-07,21.0
2013-10-08,30.0
2013-10-09,34.0
2013-10-10,49.0
2013-10-11,121.0
2013-10-12,74.0
2013-10-13,43.0
2013-10-14,10.0
2013-10-15,19.0
2013-10-16,14.0
2013-10-17,51.0
2013-10-18,51.0
2013-10-19,96.0
2013-10-20,69.0
2013-10-21,18.0
2013-10-22,15.0
2013-10-23,26.0
2013-10-24,40.0
2013-10-25,53.0
2013-10-26,85.0
2013-10-27,45.0
2013-10-28,34.0
2013-10-29,24.0
2013-10-30,26.0
2013-10-31,44.0
2013-11-01,53.0
2013-11-02,86.0
2013-11-03,43.0
2013-11-04,18.0
2013-11-05,23.0
2013-11-06,26.0
2013-11-07,38.0
2013-11-08,61.0
2013-11-09,61.0
2013-11-10,45.0
2013-11-11,15.0
2013-11-12,20.0
2013-11-13,19.0
2013-11-14,21.0
2013-11-15,88.0
2013-11-16,76.0
2013-11-17,49.0
2013-11-18,10.0
2013-11-19,17.0
2013-11-20,27.0
2013-11-21,43.0
2013-11-22,55.0
2013-11-23,59.0
2013-11-24,39.0
2013-11-25,16.0
2013-11-26,28.0
2013-11-27,27.0
2013-11-28,82.0
2013-11-29,59.0
2013-11-30,75.0
2013-12-01,60.0
2013-12-02,27.0
2013-12-03,25.0
2013-12-04,58.0
2013-12-05,69.0
2013-12-06,89.0
2013-12-07,75.0
2013-12-08,47.0
2013-12-09,16.0
2013-12-10,32.0
2013-12-11,42.0
2013-12-12,41.0
2013-12-13,49.0
2013-12-14,61.0
2013-12-15,43.0
2013-12-16,42.0
