,unit_sales
2013-01-01,0.0
2013-01-02,86.0
2013-01-03,38.0
2013-01-04,42.0
2013-01-05,47.0
2013-01-06,73.0
2013-01-07,34.0
2013-01-08,30.0
2013-01-09,31.0
2013-01-10,25.0
2013-01-11,16.0
2013-01-12,29.0
2013-01-13,60.0
2013-01-14,36.0
2013-01-15,43.0
2013-01-16,29.0
2013-01-17,31.0
2013-01-18,31.0
2013-01-19,48.0
2013-01-20,69.0
2013-01-21,27.0
2013-01-22,32.0
2013-01-23,20.0
2013-01-24,45.0
2013-01-25,27.0
2013-01-26,48.0
2013-01-27,75.0
2013-01-28,33.0
2013-01-29,29.0
2013-01-30,34.0
2013-01-31,35.0
2013-02-01,35.0
2013-02-02,62.0
2013-02-03,88.0
2013-02-04,41.0
2013-02-05,32.0
2013-02-06,39.0
2013-02-07,25.0
2013-02-08,29.0
2013-02-09,54.0
2013-02-10,32.0
2013-02-11,42.0
2013-02-12,32.0
2013-02-13,38.0
2013-02-14,20.0
2013-02-15,19.0
2013-02-16,37.0
2013-02-17,47.0
2013-02-18,43.0
2013-02-19,21.0
2013-02-20,41.0
2013-02-21,15.0
2013-02-22,27.0
2013-02-23,29.0
2013-02-24,58.0
2013-02-25,40.0
2013-02-26,38.0
2013-02-27,20.0
2013-02-28,27.0
2013-03-01,22.0
2013-03-02,40.0
2013-03-03,63.0
2013-03-04,56.0
2013-03-05,37.0
2013-03-06,35.0
2013-03-07,27.0
2013-03-08,24.0
2013-03-09,33.0
2013-03-10,64.0
2013-03-11,43.0
2013-03-12,24.0
2013-03-13,20.0
2013-03-14,18.0
2013-03-15,25.0
2013-03-16,37.0
2013-03-17,62.0
2013-03-18,46.0
2013-03-19,38.0
2013-03-20,27.0
2013-03-21,30.0
2013-03-22,25.0
2013-03-23,40.0
2013-03-24,54.0
2013-03-25,37.0
2013-03-26,23.0
2013-03-27,21.0
2013-03-28,32.0
2013-03-29,28.0
2013-03-30,40.0
2013-03-31,67.0
2013-04-01,53.0
2013-04-02,35.0
2013-04-03,36.0
2013-04-04,31.0
2013-04-05,32.0
2013-04-06,37.0
2013-04-07,55.0
2013-04-08,37.0
2013-04-09,19.0
2013-04-10,24.0
2013-04-11,15.0
2013-04-12,25.0
2013-04-13,26.0
2013-04-14,51.0
2013-04-15,29.0
2013-04-16,27.0
2013-04-17,28.0
2013-04-18,26.0
2013-04-19,33.0
2013-04-20,35.0
2013-04-21,55.0
2013-04-22,29.0
2013-04-23,32.0
2013-04-24,15.0
2013-04-25,35.0
2013-04-26,34.0
2013-04-27,38.0
2013-04-28,52.0
2013-04-29,35.0
2013-04-30,21.0
2013-05-01,59.0
2013-05-02,46.0
2013-05-03,30.0
2013-05-04,48.0
2013-05-05,103.0
2013-05-06,66.0
2013-05-07,38.0
2013-05-08,35.0
2013-05-09,36.0
2013-05-10,36.0
2013-05-11,75.0
2013-05-12,81.0
2013-05-13,52.0
2013-05-14,50.0
2013-05-15,32.0
2013-05-16,22.0
2013-05-17,21.0
2013-05-18,80.0
2013-05-19,99.0
2013-05-20,43.0
2013-05-21,23.0
2013-05-22,38.0
2013-05-23,17.0
2013-05-24,49.0
2013-05-25,50.0
2013-05-26,108.0
2013-05-27,44.0
2013-05-28,43.0
2013-05-29,0.0
2013-05-30,42.0
2013-05-31,27.0
2013-06-01,68.0
2013-06-02,102.0
2013-06-03,45.0
2013-06-04,30.0
2013-06-05,38.0
2013-06-06,40.0
2013-06-07,29.0
2013-06-08,46.0
2013-06-09,94.0
2013-06-10,41.0
2013-06-11,28.0
2013-06-12,34.0
2013-06-13,28.0
2013-06-14,31.0
2013-06-15,65.0
2013-06-16,64.0
2013-06-17,42.0
2013-06-18,31.0
2013-06-19,30.0
2013-06-20,23.0
2013-06-21,44.0
2013-06-22,27.0
2013-06-23,68.0
2013-06-24,30.0
2013-06-25,32.0
2013-06-26,36.0
2013-06-27,28.0
2013-06-28,25.0
2013-06-29,62.0
2013-06-30,103.0
2013-07-01,50.0
2013-07-02,45.0
2013-07-03,45.0
2013-07-04,23.0
2013-07-05,33.0
2013-07-06,53.0
2013-07-07,51.0
2013-07-08,45.0
2013-07-09,42.0
2013-07-10,32.0
2013-07-11,29.0
2013-07-12,30.0
2013-07-13,44.0
2013-07-14,83.0
2013-07-15,39.0
2013-07-16,38.0
