,unit_sales
2013-01-01,0.0
2013-01-02,23.0
2013-01-03,25.0
2013-01-04,24.0
2013-01-05,34.0
2013-01-06,15.0
2013-01-07,9.0
2013-01-08,12.0
2013-01-09,4.0
2013-01-10,16.0
2013-01-11,26.0
2013-01-12,36.0
2013-01-13,30.0
2013-01-14,22.0
2013-01-15,12.0
2013-01-16,25.0
2013-01-17,19.0
2013-01-18,30.0
2013-01-19,54.0
2013-01-20,31.0
2013-01-21,13.0
2013-01-22,9.0
2013-01-23,9.0
2013-01-24,25.0
2013-01-25,31.0
2013-01-26,44.0
2013-01-27,22.0
2013-01-28,8.0
2013-01-29,16.0
2013-01-30,22.0
2013-01-31,23.0
2013-02-01,31.0
2013-02-02,62.0
2013-02-03,27.0
2013-02-04,17.0
2013-02-05,23.0
2013-02-06,27.0
2013-02-07,18.0
2013-02-08,46.0
2013-02-09,81.0
2013-02-10,29.0
2013-02-11,31.0
2013-02-12,24.0
2013-02-13,18.0
2013-02-14,25.0
2013-02-15,31.0
2013-02-16,49.0
2013-02-17,34.0
2013-02-18,26.0
2013-02-19,9.0
2013-02-20,14.0
2013-02-21,19.0
2013-02-22,31.0
2013-02-23,29.0
2013-02-24,31.0
2013-02-25,13.0
2013-02-26,15.0
2013-02-27,18.0
2013-02-28,10.0
2013-03-01,28.0
2013-03-02,43.0
2013-03-03,38.0
2013-03-04,14.0
2013-03-05,30.0
2013-03-06,26.0
2013-03-07,17.0
2013-03-08,29.0
2013-03-09,40.0
2013-03-10,36.0
2013-03-11,18.0
2013-03-12,18.0
2013-03-13,20.0
2013-03-14,22.0
2013-03-15,30.0
2013-03-16,60.0
2013-03-17,37.0
2013-03-18,16.0
2013-03-19,19.0
2013-03-20,35.0
2013-03-21,21.0
2013-03-22,38.0
2013-03-23,52.0
2013-03-24,36.0
2013-03-25,13.0
2013-03-26,15.0
2013-03-27,21.0
2013-03-28,31.0
2013-03-29,36.0
2013-03-30,45.0
2013-03-31,29.0
2013-04-01,9.0
2013-04-02,20.0
2013-04-03,19.0
2013-04-04,15.0
2013-04-05,51.0
2013-04-06,64.0
2013-04-07,34.0
2013-04-08,16.0
2013-04-09,6.0
2013-04-10,27.0
2013-04-11,22.0
2013-04-12,57.0
2013-04-13,43.0
2013-04-14,38.0
2013-04-15,13.0
2013-04-16,12.0
2013-04-17,13.0
2013-04-18,26.0
2013-04-19,38.0
2013-04-20,54.0
2013-04-21,25.0
2013-04-22,15.0
2013-04-23,8.0
2013-04-24,21.0
2013-04-25,10.0
2013-04-26,48.0
2013-04-27,63.0
2013-04-28,34.0
2013-04-29,23.0
2013-04-30,18.0
2013-05-01,42.0
2013-05-02,9.0
2013-05-03,35.0
2013-05-04,68.0
2013-05-05,38.0
2013-05-06,27.0
2013-05-07,14.0
2013-05-08,21.0
2013-05-09,25.0
2013-05-10,37.0
2013-05-11,95.0
2013-05-12,44.0
2013-05-13,24.0
2013-05-14,23.0
2013-05-15,11.0
2013-05-16,4.0
2013-05-17,35.0
2013-05-18,45.0
2013-05-19,38.0
2013-05-20,14.0
2013-05-21,14.0
2013-05-22,26.0
2013-05-23,33.0
2013-05-24,43.0
2013-05-25,52.0
2013-05-26,31.0
2013-05-27,42.0
2013-05-28,11.0
2013-05-29,14.0
2013-05-30,25.0
2013-05-31,55.0
2013-06-01,50.0
2013-06-02,35.0
2013-06-03,19.0
2013-06-04,14.0
2013-06-05,18.0
2013-06-06,4.0
2013-06-07,47.0
2013-06-08,53.0
2013-06-09,34.0
2013-06-10,23.0
2013-06-11,17.0
2013-06-12,17.0
2013-06-13,13.0
2013-06-14,38.0
2013-06-15,53.0
2013-06-16,32.0
2013-06-17,5.0
2013-06-18,20.0
2013-06-19,10.0
2013-06-20,12.0
2013-06-21,34.0
2013-06-22,48.0
2013-06-23,42.0
2013-06-24,14.0
2013-06-25,12.0
2013-06-26,12.0
2013-06-27,16.0
2013-06-28,33.0
2013-06-29,54.0
2013-06-30,26.0
2013-07-01,18.0
2013-07-02,16.0
2013-07-03,18.0
2013-07-04,21.0
2013-07-05,37.0
2013-07-06,37.0
2013-07-07,27.0
2013-07-08,14.0
2013-07-09,20.0
2013-07-10,7.0
2013-07-11,12.0
2013-07-12,36.0
2013-07-13,47.0
2013-07-14,24.0
2013-07-15,9.0
2013-07-16,6.0
2013-07-17,27.0
2013-07-18,10.0
2013-07-19,36.0
2013-07-20,40.0
2013-07-21,23.0
2013-07-22,18.0
2013-07-23,19.0
2013-07-24,17.0
2013-07-25,23.0
2013-07-26,51.0
2013-07-27,44.0
2013-07-28,20.0
2013-07-29,11.0
2013-07-30,9.0
2013-07-31,17.0
2013-08-01,23.0
2013-08-02,22.0
2013-08-03,36.0
2013-08-04,38.0
2013-08-05,13.0
2013-08-06,16.0
2013-08-07,22.0
2013-08-08,23.0
2013-08-09,45.0
2013-08-10,43.0
2013-08-11,28.0
2013-08-12,23.0
2013-08-13,14.0
2013-08-14,30.0
2013-08-15,14.0
2013-08-16,30.0
2013-08-17,36.0
2013-08-18,19.0
2013-08-19,15.0
2013-08-20,9.0
2013-08-21,17.0
2013-08-22,10.0
2013-08-23,24.0
2013-08-24,45.0
2013-08-25,27.0
2013-08-26,10.0
2013-08-27,11.0
2013-08-28,11.0
2013-08-29,20.0
2013-08-30,38.0
2013-08-31,60.0
2013-09-01,18.0
2013-09-02,21.0
2013-09-03,19.0
2013-09-04,14.0
2013-09-05,9.0
2013-09-06,34.0
2013-09-07,42.0
2013-09-08,32.0
2013-09-09,9.0
2013-09-10,10.0
2013-09-11,20.0
2013-09-12,16.0
2013-09-13,30.0
2013-09-14,27.0
2013-09-15,35.0
2013-09-16,16.0
2013-09-17,13.0
2013-09-18,16.0
2013-09-19,12.0
2013-09-20,27.0
2013-09-21,29.0
2013-09-22,38.0
2013-09-23,15.0
2013-09-24,7.0
2013-09-25,17.0
2013-09-26,9.0
2013-09-27,42.0
2013-09-28,52.0
2013-09-29,39.0
2013-09-30,22.0
2013-10-01,18.0
2013-10-02,26.0
2013-10-03,18.0
2013-10-04,33.0
2013-10-05,41.0
2013-10-06,41.0
2013-10-07,8.0
2013-10-08,9.0
2013-10-09,29.0
2013-10-10,27.0
2013-10-11,45.0
2013-10-12,45.0
2013-10-13,31.0
2013-10-14,13.0
2013-10-15,16.0
2013-10-16,11.0
2013-10-17,17.0
2013-10-18,18.0
2013-10-19,50.0
2013-10-20,43.0
2013-10-21,21.0
2013-10-22,10.0
2013-10-23,21.0
2013-10-24,31.0
2013-10-25,48.0
2013-10-26,53.0
2013-10-27,35.0
2013-10-28,23.0
2013-10-29,14.0
2013-10-30,18.0
2013-10-31,22.0
2013-11-01,44.0
2013-11-02,59.0
2013-11-03,46.0
2013-11-04,31.0
2013-11-05,19.0
2013-11-06,30.0
2013-11-07,28.0
2013-11-08,39.0
2013-11-09,63.0
2013-11-10,38.0
2013-11-11,23.0
2013-11-12,21.0
2013-11-13,21.0
