,unit_sales
2013-01-01,0.0
2013-01-02,44.0
2013-01-03,19.0
2013-01-04,21.0
2013-01-05,25.0
2013-01-06,38.0
2013-01-07,28.0
2013-01-08,28.0
2013-01-09,20.0
2013-01-10,19.0
2013-01-11,20.0
2013-01-12,33.0
2013-01-13,44.0
2013-01-14,32.0
2013-01-15,22.0
2013-01-16,28.0
2013-01-17,26.0
2013-01-18,19.0
2013-01-19,37.0
2013-01-20,64.0
2013-01-21,34.0
2013-01-22,22.0
2013-01-23,22.0
2013-01-24,26.0
2013-01-25,27.0
2013-01-26,37.0
2013-01-27,59.0
2013-01-28,32.0
2013-01-29,17.0
2013-01-30,13.0
2013-01-31,15.0
2013-02-01,28.0
2013-02-02,47.0
2013-02-03,63.0
2013-02-04,29.0
2013-02-05,28.0
2013-02-06,29.0
2013-02-07,22.0
2013-02-08,21.0
2013-02-09,33.0
2013-02-10,31.0
2013-02-11,45.0
2013-02-12,52.0
2013-02-13,33.0
2013-02-14,28.0
2013-02-15,23.0
2013-02-16,50.0
2013-02-17,55.0
2013-02-18,33.0
2013-02-19,30.0
2013-02-20,19.0
2013-02-21,22.0
2013-02-22,16.0
2013-02-23,36.0
2013-02-24,42.0
2013-02-25,31.0
2013-02-26,21.0
2013-02-27,24.0
2013-02-28,21.0
2013-03-01,18.0
2013-03-02,35.0
2013-03-03,54.0
2013-03-04,31.0
2013-03-05,26.0
2013-03-06,21.0
2013-03-07,19.0
2013-03-08,19.0
2013-03-09,35.0
2013-03-10,40.0
2013-03-11,32.0
2013-03-12,19.0
2013-03-13,18.0
2013-03-14,17.0
2013-03-15,19.0
2013-03-16,34.0
2013-03-17,47.0
2013-03-18,49.0
2013-03-19,29.0
2013-03-20,32.0
2013-03-21,15.0
2013-03-22,28.0
2013-03-23,33.0
2013-03-24,62.0
2013-03-25,23.0
2013-03-26,25.0
2013-03-27,22.0
2013-03-28,28.0
2013-03-29,42.0
2013-03-30,33.0
2013-03-31,48.0
2013-04-01,28.0
2013-04-02,34.0
2013-04-03,31.0
2013-04-04,19.0
2013-04-05,20.0
2013-04-06,30.0
2013-04-07,70.0
2013-04-08,31.0
2013-04-09,18.0
2013-04-10,25.0
2013-04-11,22.0
2013-04-12,25.0
2013-04-13,32.0
2013-04-14,49.0
