,unit_sales
2013-01-01,0.0
2013-01-02,143.0
2013-01-03,96.0
2013-01-04,80.0
2013-01-05,124.0
2013-01-06,154.0
2013-01-07,106.0
2013-01-08,68.0
2013-01-09,84.0
2013-01-10,55.0
2013-01-11,72.0
2013-01-12,90.0
2013-01-13,114.0
2013-01-14,58.0
2013-01-15,63.0
2013-01-16,91.0
2013-01-17,61.0
2013-01-18,82.0
2013-01-19,113.0
2013-01-20,132.0
2013-01-21,83.0
2013-01-22,58.0
2013-01-23,54.0
2013-01-24,46.0
2013-01-25,64.0
2013-01-26,120.0
2013-01-27,135.0
2013-01-28,78.0
2013-01-29,49.0
2013-01-30,81.0
2013-01-31,63.0
2013-02-01,91.0
2013-02-02,135.0
2013-02-03,126.0
2013-02-04,58.0
2013-02-05,70.0
2013-02-06,89.0
2013-02-07,55.0
2013-02-08,69.0
2013-02-09,91.0
2013-02-10,53.0
2013-02-11,62.0
2013-02-12,80.0
2013-02-13,73.0
2013-02-14,53.0
2013-02-15,95.0
2013-02-16,139.0
2013-02-17,127.0
2013-02-18,108.0
2013-02-19,91.0
2013-02-20,106.0
2013-02-21,56.0
2013-02-22,82.0
2013-02-23,115.0
2013-02-24,143.0
2013-02-25,73.0
2013-02-26,63.0
2013-02-27,64.0
2013-02-28,56.0
2013-03-01,85.0
2013-03-02,155.0
2013-03-03,152.0
2013-03-04,76.0
2013-03-05,95.0
2013-03-06,94.0
2013-03-07,73.0
2013-03-08,72.0
2013-03-09,110.0
2013-03-10,120.0
2013-03-11,95.0
2013-03-12,70.0
2013-03-13,81.0
2013-03-14,59.0
2013-03-15,67.0
2013-03-16,118.0
2013-03-17,134.0
2013-03-18,82.0
2013-03-19,68.0
2013-03-20,104.0
2013-03-21,65.0
2013-03-22,74.0
2013-03-23,93.0
2013-03-24,136.0
2013-03-25,61.0
2013-03-26,73.0
2013-03-27,107.0
2013-03-28,77.0
2013-03-29,77.0
2013-03-30,107.0
2013-03-31,113.0
2013-04-01,99.0
2013-04-02,89.0
2013-04-03,97.0
2013-04-04,80.0
2013-04-05,90.0
2013-04-06,116.0
2013-04-07,155.0
2013-04-08,72.0
2013-04-09,74.0
2013-04-10,84.0
2013-04-11,52.0
2013-04-12,79.0
2013-04-13,98.0
2013-04-14,139.0
2013-04-15,76.0
2013-04-16,76.0
2013-04-17,83.0
2013-04-18,54.0
2013-04-19,83.0
2013-04-20,124.0
2013-04-21,153.0
2013-04-22,69.0
2013-04-23,67.0
2013-04-24,95.0
2013-04-25,48.0
2013-04-26,62.0
2013-04-27,107.0
