,unit_sales
2013-01-01,0.0
2013-01-02,29.026
2013-01-03,20.574
2013-01-04,26.08
2013-01-05,25.416
2013-01-06,42.421
2013-01-07,29.061
2013-01-08,23.099
2013-01-09,23.988
2013-01-10,24.17
2013-01-11,20.357
2013-01-12,30.69
2013-01-13,43.558
2013-01-14,22.591
2013-01-15,25.116
2013-01-16,24.284
2013-01-17,24.085
2013-01-18,24.111
2013-01-19,34.225
2013-01-20,42.707
2013-01-21,27.655
2013-01-22,19.827
2013-01-23,26.121
2013-01-24,23.983
2013-01-25,21.144
2013-01-26,26.709
2013-01-27,39.91
2013-01-28,30.05
2013-01-29,24.622
2013-01-30,23.019
2013-01-31,20.374
2013-02-01,27.057
2013-02-02,37.976
2013-02-03,40.376
2013-02-04,22.019
2013-02-05,20.522
2013-02-06,25.832
2013-02-07,23.598
2013-02-08,20.875
2013-02-09,32.191
2013-02-10,41.92
2013-02-11,49.173
2013-02-12,48.927
2013-02-13,24.508
2013-02-14,23.083
2013-02-15,21.936
2013-02-16,30.558
2013-02-17,27.142
2013-02-18,25.487
2013-02-19,25.385
2013-02-20,22.076
2013-02-21,22.305
2013-02-22,18.34
2013-02-23,31.624
2013-02-24,40.917
2013-02-25,23.031
2013-02-26,21.069
2013-02-27,24.083
2013-02-28,26.671
2013-03-01,23.53
2013-03-02,29.695
2013-03-03,47.139
2013-03-04,26.362
2013-03-05,23.22
2013-03-06,26.307
2013-03-07,26.468
2013-03-08,26.177
2013-03-09,39.603
2013-03-10,40.572
2013-03-11,25.664
2013-03-12,22.442
2013-03-13,26.135
2013-03-14,21.922
2013-03-15,27.21
2013-03-16,36.139
2013-03-17,43.939
2013-03-18,26.485
2013-03-19,25.662
2013-03-20,28.643
2013-03-21,23.48
2013-03-22,24.499
2013-03-23,39.615
2013-03-24,39.924
2013-03-25,26.468
2013-03-26,25.22
2013-03-27,26.832
2013-03-28,20.324
2013-03-29,36.761
2013-03-30,32.872
2013-03-31,45.676
2013-04-01,28.489
2013-04-02,27.61
2013-04-03,25.792
2013-04-04,26.149
2013-04-05,25.641
2013-04-06,24.572
2013-04-07,32.426
2013-04-08,25.442
2013-04-09,25.539
2013-04-10,26.147
2013-04-11,18.532
2013-04-12,24.392
2013-04-13,29.213
2013-04-14,34.267
2013-04-15,23.934
2013-04-16,24.04
2013-04-17,24.676
2013-04-18,17.395
2013-04-19,24.459
2013-04-20,25.447
2013-04-21,38.102
2013-04-22,24.719
2013-04-23,25.047
2013-04-24,20.05
2013-04-25,24.392
2013-04-26,20.066
2013-04-27,31.409
2013-04-28,41.43
2013-04-29,25.586
2013-04-30,22.839
2013-05-01,37.709
2013-05-02,26.537
2013-05-03,24.655
2013-05-04,26.534
2013-05-05,35.27
2013-05-06,25.934
2013-05-07,24.333
2013-05-08,24.617
2013-05-09,20.619
2013-05-10,15.381
2013-05-11,35.033
2013-05-12,39.104
2013-05-13,25.723
2013-05-14,22.128
2013-05-15,24.998
2013-05-16,23.069
2013-05-17,16.572
2013-05-18,27.709
2013-05-19,37.667
2013-05-20,20.449
2013-05-21,19.092
2013-05-22,20.655
2013-05-23,15.908
2013-05-24,28.939
2013-05-25,33.071
2013-05-26,40.215
2013-05-27,24.442
2013-05-28,20.463
2013-05-29,18.522
2013-05-30,25.312
2013-05-31,16.898
2013-06-01,23.371
2013-06-02,41.087
2013-06-03,25.87
2013-06-04,25.028
2013-06-05,21.593
2013-06-06,21.397
2013-06-07,22.936
2013-06-08,31.525
2013-06-09,39.962
2013-06-10,23.934
2013-06-11,22.891
2013-06-12,20.414
2013-06-13,13.128
2013-06-14,15.771
2013-06-15,25.113
2013-06-16,38.035
2013-06-17,25.704
2013-06-18,14.411
2013-06-19,12.735
2013-06-20,18.253
2013-06-21,16.615
2013-06-22,32.825
2013-06-23,37.983
2013-06-24,22.586
2013-06-25,15.972
2013-06-26,21.156
2013-06-27,18.021
2013-06-28,17.969
2013-06-29,27.988
2013-06-30,43.378
2013-07-01,24.884
2013-07-02,19.267
2013-07-03,18.461
2013-07-04,20.314
2013-07-05,20.572
2013-07-06,31.662
2013-07-07,42.017
2013-07-08,22.702
2013-07-09,18.785
2013-07-10,25.291
2013-07-11,17.903
2013-07-12,13.336
2013-07-13,22.478
2013-07-14,32.173
2013-07-15,16.969
2013-07-16,14.473
2013-07-17,15.066
2013-07-18,15.976
2013-07-19,18.544
2013-07-20,30.291
2013-07-21,39.376
2013-07-22,20.775
2013-07-23,19.173
2013-07-24,16.369
2013-07-25,22.492
2013-07-26,16.08
2013-07-27,32.52
2013-07-28,41.026
2013-07-29,25.898
2013-07-30,20.839
2013-07-31,22.073
2013-08-01,26.196
2013-08-02,19.929
2013-08-03,32.809
2013-08-04,47.083
2013-08-05,22.522
2013-08-06,20.255
2013-08-07,16.931
2013-08-08,19.839
2013-08-09,19.853
2013-08-10,29.91
2013-08-11,34.454
2013-08-12,21.225
2013-08-13,17.34
2013-08-14,22.279
2013-08-15,19.91
2013-08-16,19.626
2013-08-17,28.385
2013-08-18,46.028
2013-08-19,23.149
2013-08-20,22.428
2013-08-21,23.636
2013-08-22,21.18
2013-08-23,22.735
2013-08-24,24.525
2013-08-25,45.612
2013-08-26,27.236
2013-08-27,22.26
2013-08-28,21.849
2013-08-29,19.754
2013-08-30,24.031
2013-08-31,28.565
2013-09-01,41.908
2013-09-02,15.312
2013-09-03,17.638
2013-09-04,27.203
2013-09-05,21.704
2013-09-06,18.702
2013-09-07,28.047
2013-09-08,41.494
2013-09-09,25.173
2013-09-10,16.478
2013-09-11,26.26
2013-09-12,19.832
2013-09-13,17.884
2013-09-14,31.052
2013-09-15,43.182
2013-09-16,24.442
2013-09-17,18.045
2013-09-18,18.288
2013-09-19,11.913
2013-09-20,13.109
2013-09-21,30.189
2013-09-22,38.357
2013-09-23,16.059
2013-09-24,20.941
2013-09-25,20.485
2013-09-26,10.449
2013-09-27,19.187
2013-09-28,24.286
2013-09-29,39.4
2013-09-30,27.745
2013-10-01,23.778
2013-10-02,16.194
2013-10-03,14.799
2013-10-04,23.712
2013-10-05,29.586
2013-10-06,35.652
2013-10-07,17.407
2013-10-08,15.217
2013-10-09,20.728
2013-10-10,22.243
2013-10-11,34.778
2013-10-12,27.099
2013-10-13,41.369
2013-10-14,17.851
2013-10-15,22.574
2013-10-16,23.043
2013-10-17,18.861
2013-10-18,20.4
2013-10-19,24.258
2013-10-20,32.551
2013-10-21,24.903
2013-10-22,10.853
2013-10-23,18.811
2013-10-24,16.797
2013-10-25,17.314
2013-10-26,27.898
2013-10-27,37.735
2013-10-28,13.861
2013-10-29,12.383
2013-10-30,14.863
2013-10-31,12.993
2013-11-01,15.39
2013-11-02,28.09
2013-11-03,36.213
2013-11-04,16.499
2013-11-05,11.035
2013-11-06,23.546
2013-11-07,18.537
2013-11-08,14.707
2013-11-09,23.785
2013-11-10,36.605
2013-11-11,14.962
2013-11-12,14.388
2013-11-13,14.976
2013-11-14,13.281
2013-11-15,19.385
2013-11-16,29.976
2013-11-17,29.842
2013-11-18,14.799
2013-11-19,18.889
2013-11-20,17.052
2013-11-21,16.381
2013-11-22,15.44
2013-11-23,21.794
2013-11-24,27.721
2013-11-25,15.57
2013-11-26,11.771
2013-11-27,13.265
2013-11-28,10.038
2013-11-29,13.754
2013-11-30,25.698
2013-12-01,23.364
2013-12-02,15.735
2013-12-03,13.442
2013-12-04,15.303
2013-12-05,15.631
2013-12-06,18.65
2013-12-07,23.291
2013-12-08,33.142
2013-12-09,14.785
2013-12-10,12.541
2013-12-11,13.357
2013-12-12,18.012
2013-12-13,12.047
2013-12-14,18.799
2013-12-15,29.121
2013-12-16,15.894
