,unit_sales
2013-01-01,0.0
2013-01-02,21.0
2013-01-03,16.0
2013-01-04,23.0
2013-01-05,21.0
2013-01-06,21.0
2013-01-07,13.0
2013-01-08,14.0
2013-01-09,12.0
2013-01-10,11.0
2013-01-11,11.0
2013-01-12,23.0
2013-01-13,19.0
2013-01-14,5.0
2013-01-15,16.0
2013-01-16,12.0
2013-01-17,19.0
2013-01-18,9.0
2013-01-19,19.0
2013-01-20,22.0
2013-01-21,13.0
2013-01-22,14.0
2013-01-23,10.0
2013-01-24,9.0
2013-01-25,14.0
2013-01-26,9.0
2013-01-27,25.0
2013-01-28,8.0
2013-01-29,8.0
2013-01-30,18.0
2013-01-31,7.0
2013-02-01,13.0
2013-02-02,31.0
2013-02-03,22.0
2013-02-04,20.0
2013-02-05,22.0
2013-02-06,20.0
2013-02-07,16.0
2013-02-08,14.0
2013-02-09,19.0
2013-02-10,11.0
2013-02-11,11.0
2013-02-12,8.0
2013-02-13,11.0
2013-02-14,13.0
2013-02-15,16.0
2013-02-16,33.0
2013-02-17,18.0
2013-02-18,17.0
2013-02-19,10.0
2013-02-20,17.0
2013-02-21,13.0
2013-02-22,12.0
2013-02-23,16.0
2013-02-24,22.0
2013-02-25,19.0
2013-02-26,11.0
2013-02-27,14.0
2013-02-28,10.0
2013-03-01,20.0
2013-03-02,27.0
2013-03-03,30.0
2013-03-04,14.0
2013-03-05,10.0
2013-03-06,27.0
2013-03-07,13.0
2013-03-08,18.0
2013-03-09,18.0
2013-03-10,26.0
2013-03-11,5.0
2013-03-12,10.0
2013-03-13,14.0
2013-03-14,4.0
2013-03-15,18.0
2013-03-16,24.0
2013-03-17,26.0
2013-03-18,12.0
2013-03-19,23.0
2013-03-20,8.0
2013-03-21,11.0
2013-03-22,14.0
2013-03-23,36.0
2013-03-24,21.0
2013-03-25,10.0
2013-03-26,7.0
2013-03-27,8.0
2013-03-28,6.0
2013-03-29,12.0
2013-03-30,14.0
2013-03-31,33.0
2013-04-01,14.0
2013-04-02,19.0
2013-04-03,21.0
2013-04-04,17.0
2013-04-05,14.0
2013-04-06,28.0
2013-04-07,25.0
2013-04-08,9.0
2013-04-09,17.0
2013-04-10,7.0
2013-04-11,9.0
2013-04-12,15.0
2013-04-13,14.0
2013-04-14,13.0
2013-04-15,15.0
2013-04-16,20.0
2013-04-17,14.0
2013-04-18,10.0
2013-04-19,13.0
2013-04-20,26.0
2013-04-21,26.0
2013-04-22,9.0
2013-04-23,9.0
2013-04-24,23.0
2013-04-25,6.0
2013-04-26,6.0
2013-04-27,19.0
2013-04-28,18.0
2013-04-29,17.0
2013-04-30,13.0
2013-05-01,19.0
2013-05-02,12.0
2013-05-03,13.0
2013-05-04,18.0
2013-05-05,23.0
2013-05-06,17.0
2013-05-07,12.0
2013-05-08,16.0
2013-05-09,11.0
2013-05-10,8.0
2013-05-11,21.0
2013-05-12,19.0
2013-05-13,15.0
2013-05-14,11.0
2013-05-15,20.0
2013-05-16,12.0
2013-05-17,9.0
2013-05-18,35.0
2013-05-19,33.0
2013-05-20,15.0
2013-05-21,11.0
2013-05-22,20.0
2013-05-23,16.0
2013-05-24,25.0
2013-05-25,19.0
2013-05-26,25.0
2013-05-27,10.0
2013-05-28,9.0
2013-05-29,12.0
2013-05-30,15.0
2013-05-31,11.0
2013-06-01,19.0
2013-06-02,43.0
2013-06-03,18.0
2013-06-04,14.0
2013-06-05,19.0
2013-06-06,8.0
2013-06-07,14.0
2013-06-08,21.0
2013-06-09,23.0
2013-06-10,5.0
2013-06-11,7.0
2013-06-12,14.0
2013-06-13,7.0
2013-06-14,14.0
2013-06-15,22.0
2013-06-16,15.0
2013-06-17,16.0
2013-06-18,8.0
2013-06-19,11.0
2013-06-20,8.0
2013-06-21,17.0
2013-06-22,17.0
2013-06-23,17.0
2013-06-24,5.0
2013-06-25,8.0
2013-06-26,14.0
2013-06-27,6.0
2013-06-28,9.0
2013-06-29,16.0
2013-06-30,36.0
2013-07-01,21.0
2013-07-02,21.0
2013-07-03,10.0
2013-07-04,12.0
2013-07-05,13.0
2013-07-06,29.0
2013-07-07,23.0
2013-07-08,23.0
2013-07-09,16.0
2013-07-10,17.0
2013-07-11,11.0
2013-07-12,22.0
2013-07-13,18.0
2013-07-14,19.0
2013-07-15,14.0
2013-07-16,16.0
2013-07-17,15.0
2013-07-18,9.0
2013-07-19,14.0
2013-07-20,26.0
2013-07-21,24.0
2013-07-22,10.0
2013-07-23,13.0
2013-07-24,8.0
2013-07-25,10.0
2013-07-26,22.0
2013-07-27,16.0
2013-07-28,19.0
2013-07-29,16.0
2013-07-30,17.0
2013-07-31,12.0
2013-08-01,25.0
2013-08-02,10.0
2013-08-03,27.0
2013-08-04,22.0
2013-08-05,17.0
2013-08-06,18.0
2013-08-07,21.0
2013-08-08,18.0
2013-08-09,11.0
2013-08-10,23.0
2013-08-11,18.0
2013-08-12,12.0
2013-08-13,14.0
2013-08-14,21.0
2013-08-15,6.0
2013-08-16,10.0
2013-08-17,13.0
2013-08-18,7.0
2013-08-19,5.0
2013-08-20,0.0
2013-08-21,3.0
2013-08-22,0.0
2013-08-23,0.0
2013-08-24,0.0
2013-08-25,0.0
2013-08-26,0.0
2013-08-27,7.0
2013-08-28,20.0
2013-08-29,16.0
2013-08-30,17.0
2013-08-31,20.0
2013-09-01,28.0
2013-09-02,15.0
2013-09-03,21.0
2013-09-04,6.0
2013-09-05,0.0
2013-09-06,0.0
2013-09-07,16.0
2013-09-08,28.0
2013-09-09,11.0
2013-09-10,6.0
2013-09-11,22.0
2013-09-12,14.0
2013-09-13,17.0
2013-09-14,14.0
2013-09-15,17.0
2013-09-16,10.0
2013-09-17,7.0
2013-09-18,14.0
2013-09-19,13.0
2013-09-20,12.0
2013-09-21,19.0
2013-09-22,16.0
2013-09-23,13.0
2013-09-24,15.0
2013-09-25,8.0
2013-09-26,1.0
2013-09-27,0.0
2013-09-28,0.0
2013-09-29,0.0
2013-09-30,0.0
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-05,0.0
2013-10-06,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,0.0
2013-10-11,0.0
2013-10-12,0.0
2013-10-13,0.0
2013-10-14,0.0
2013-10-15,0.0
2013-10-16,0.0
2013-10-17,0.0
2013-10-18,0.0
2013-10-19,0.0
2013-10-20,0.0
2013-10-21,0.0
2013-10-22,0.0
2013-10-23,0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-26,0.0
2013-10-27,0.0
2013-10-28,0.0
2013-10-29,0.0
2013-10-30,0.0
2013-10-31,0.0
2013-11-01,0.0
2013-11-02,0.0
2013-11-03,0.0
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-09,0.0
2013-11-10,0.0
2013-11-11,0.0
2013-11-12,0.0
2013-11-13,0.0
2013-11-14,0.0
2013-11-15,0.0
2013-11-16,0.0
2013-11-17,0.0
2013-11-18,0.0
2013-11-19,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,1.0
2013-11-23,9.0
2013-11-24,15.0
2013-11-25,10.0
2013-11-26,6.0
2013-11-27,14.0
2013-11-28,6.0
2013-11-29,9.0
2013-11-30,12.0
2013-12-01,19.0
2013-12-02,9.0
2013-12-03,7.0
2013-12-04,18.0
2013-12-05,7.0
2013-12-06,11.0
2013-12-07,10.0
2013-12-08,15.0
2013-12-09,10.0
2013-12-10,6.0
2013-12-11,19.0
2013-12-12,10.0
2013-12-13,9.0
2013-12-14,7.0
2013-12-15,4.0
2013-12-16,3.0
