,unit_sales
2013-01-01,0.0
2013-01-02,18.0
2013-01-03,10.0
2013-01-04,15.0
2013-01-05,19.0
2013-01-06,14.0
2013-01-07,6.0
2013-01-08,7.0
2013-01-09,12.0
2013-01-10,6.0
2013-01-11,5.0
2013-01-12,17.0
2013-01-13,17.0
2013-01-14,15.0
2013-01-15,8.0
2013-01-16,2.0
2013-01-17,16.0
2013-01-18,9.0
2013-01-19,13.0
2013-01-20,24.0
2013-01-21,9.0
2013-01-22,12.0
2013-01-23,15.0
2013-01-24,9.0
2013-01-25,12.0
2013-01-26,17.0
2013-01-27,28.0
2013-01-28,11.0
2013-01-29,10.0
2013-01-30,13.0
2013-01-31,10.0
2013-02-01,9.0
2013-02-02,21.0
2013-02-03,10.0
2013-02-04,14.0
2013-02-05,15.0
2013-02-06,16.0
2013-02-07,15.0
2013-02-08,15.0
2013-02-09,32.0
2013-02-10,16.0
2013-02-11,22.0
2013-02-12,18.0
2013-02-13,16.0
2013-02-14,12.0
2013-02-15,15.0
2013-02-16,14.0
2013-02-17,20.0
2013-02-18,11.0
2013-02-19,6.0
2013-02-20,11.0
2013-02-21,12.0
2013-02-22,7.0
2013-02-23,16.0
2013-02-24,25.0
2013-02-25,17.0
2013-02-26,15.0
2013-02-27,10.0
2013-02-28,14.0
2013-03-01,15.0
2013-03-02,12.0
2013-03-03,25.0
2013-03-04,9.0
2013-03-05,9.0
2013-03-06,14.0
2013-03-07,12.0
2013-03-08,7.0
2013-03-09,22.0
2013-03-10,21.0
2013-03-11,17.0
2013-03-12,9.0
2013-03-13,15.0
2013-03-14,8.0
2013-03-15,16.0
2013-03-16,25.0
2013-03-17,28.0
2013-03-18,11.0
2013-03-19,15.0
2013-03-20,12.0
2013-03-21,14.0
2013-03-22,8.0
2013-03-23,21.0
2013-03-24,28.0
2013-03-25,19.0
2013-03-26,9.0
2013-03-27,7.0
2013-03-28,11.0
2013-03-29,15.0
2013-03-30,20.0
2013-03-31,18.0
2013-04-01,15.0
2013-04-02,10.0
2013-04-03,10.0
2013-04-04,8.0
2013-04-05,12.0
2013-04-06,14.0
2013-04-07,24.0
2013-04-08,13.0
2013-04-09,9.0
2013-04-10,16.0
2013-04-11,7.0
2013-04-12,6.0
2013-04-13,18.0
2013-04-14,19.0
2013-04-15,12.0
2013-04-16,9.0
2013-04-17,17.0
2013-04-18,16.0
2013-04-19,7.0
2013-04-20,12.0
2013-04-21,18.0
2013-04-22,10.0
2013-04-23,11.0
2013-04-24,15.0
2013-04-25,8.0
2013-04-26,8.0
2013-04-27,11.0
2013-04-28,18.0
2013-04-29,17.0
2013-04-30,13.0
2013-05-01,29.0
2013-05-02,12.0
2013-05-03,16.0
2013-05-04,13.0
2013-05-05,23.0
2013-05-06,20.0
2013-05-07,16.0
2013-05-08,4.0
2013-05-09,17.0
2013-05-10,3.0
2013-05-11,22.0
2013-05-12,15.0
2013-05-13,12.0
2013-05-14,10.0
2013-05-15,9.0
2013-05-16,10.0
2013-05-17,13.0
2013-05-18,13.0
2013-05-19,26.0
2013-05-20,17.0
2013-05-21,14.0
2013-05-22,11.0
2013-05-23,5.0
2013-05-24,21.0
2013-05-25,22.0
2013-05-26,19.0
2013-05-27,11.0
2013-05-28,14.0
2013-05-29,4.0
2013-05-30,10.0
2013-05-31,11.0
2013-06-01,11.0
2013-06-02,29.0
2013-06-03,10.0
2013-06-04,19.0
2013-06-05,15.0
2013-06-06,12.0
2013-06-07,6.0
2013-06-08,15.0
2013-06-09,28.0
2013-06-10,10.0
2013-06-11,4.0
2013-06-12,7.0
2013-06-13,5.0
2013-06-14,10.0
2013-06-15,15.0
2013-06-16,17.0
2013-06-17,11.0
2013-06-18,11.0
2013-06-19,8.0
2013-06-20,5.0
2013-06-21,6.0
2013-06-22,17.0
2013-06-23,19.0
2013-06-24,12.0
2013-06-25,7.0
2013-06-26,8.0
2013-06-27,5.0
2013-06-28,4.0
2013-06-29,15.0
2013-06-30,28.0
2013-07-01,15.0
2013-07-02,15.0
2013-07-03,16.0
2013-07-04,19.0
2013-07-05,12.0
2013-07-06,20.0
2013-07-07,35.0
2013-07-08,16.0
2013-07-09,19.0
2013-07-10,18.0
2013-07-11,8.0
2013-07-12,13.0
2013-07-13,12.0
2013-07-14,14.0
2013-07-15,8.0
2013-07-16,5.0
2013-07-17,2.0
2013-07-18,2.0
2013-07-19,0.0
2013-07-20,0.0
2013-07-21,0.0
2013-07-22,0.0
2013-07-23,0.0
2013-07-24,0.0
2013-07-25,0.0
2013-07-26,0.0
2013-07-27,0.0
2013-07-28,0.0
2013-07-29,0.0
2013-07-30,0.0
2013-07-31,0.0
2013-08-01,0.0
2013-08-02,0.0
2013-08-03,0.0
2013-08-04,0.0
2013-08-05,0.0
2013-08-06,0.0
2013-08-07,0.0
2013-08-08,0.0
2013-08-09,0.0
2013-08-10,0.0
2013-08-11,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,0.0
2013-08-15,0.0
2013-08-16,0.0
2013-08-17,0.0
2013-08-18,0.0
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,0.0
2013-08-23,0.0
2013-08-24,0.0
2013-08-25,0.0
2013-08-26,0.0
2013-08-27,0.0
2013-08-28,0.0
2013-08-29,0.0
2013-08-30,0.0
2013-08-31,0.0
2013-09-01,0.0
2013-09-02,0.0
2013-09-03,0.0
2013-09-04,0.0
2013-09-05,0.0
2013-09-06,0.0
2013-09-07,0.0
2013-09-08,0.0
2013-09-09,0.0
2013-09-10,0.0
2013-09-11,0.0
2013-09-12,0.0
2013-09-13,0.0
2013-09-14,0.0
2013-09-15,6.0
2013-09-16,7.0
2013-09-17,5.0
2013-09-18,6.0
2013-09-19,6.0
2013-09-20,2.0
2013-09-21,3.0
2013-09-22,15.0
2013-09-23,9.0
2013-09-24,3.0
2013-09-25,6.0
2013-09-26,3.0
2013-09-27,6.0
2013-09-28,9.0
2013-09-29,20.0
2013-09-30,13.0
2013-10-01,9.0
2013-10-02,6.0
2013-10-03,4.0
2013-10-04,11.0
2013-10-05,15.0
2013-10-06,15.0
2013-10-07,10.0
2013-10-08,18.0
2013-10-09,8.0
2013-10-10,11.0
2013-10-11,24.0
2013-10-12,19.0
2013-10-13,23.0
2013-10-14,12.0
2013-10-15,15.0
2013-10-16,17.0
2013-10-17,6.0
2013-10-18,14.0
2013-10-19,10.0
2013-10-20,18.0
2013-10-21,10.0
2013-10-22,11.0
2013-10-23,9.0
2013-10-24,4.0
2013-10-25,12.0
2013-10-26,22.0
2013-10-27,32.0
2013-10-28,12.0
2013-10-29,13.0
2013-10-30,8.0
2013-10-31,5.0
2013-11-01,14.0
2013-11-02,16.0
2013-11-03,18.0
2013-11-04,11.0
2013-11-05,12.0
2013-11-06,5.0
2013-11-07,12.0
2013-11-08,7.0
2013-11-09,21.0
2013-11-10,16.0
2013-11-11,4.0
2013-11-12,8.0
2013-11-13,10.0
2013-11-14,3.0
2013-11-15,10.0
2013-11-16,15.0
2013-11-17,18.0
2013-11-18,11.0
2013-11-19,8.0
2013-11-20,5.0
2013-11-21,4.0
2013-11-22,10.0
2013-11-23,14.0
2013-11-24,14.0
2013-11-25,7.0
2013-11-26,9.0
2013-11-27,7.0
2013-11-28,4.0
2013-11-29,17.0
2013-11-30,12.0
2013-12-01,32.0
2013-12-02,11.0
2013-12-03,8.0
2013-12-04,15.0
2013-12-05,9.0
2013-12-06,6.0
2013-12-07,16.0
2013-12-08,16.0
2013-12-09,5.0
2013-12-10,6.0
2013-12-11,11.0
2013-12-12,8.0
2013-12-13,3.0
2013-12-14,18.0
2013-12-15,18.0
2013-12-16,14.0
