,unit_sales
2013-01-01,0.0
2013-01-02,61.0
2013-01-03,38.0
2013-01-04,28.0
2013-01-05,47.0
2013-01-06,52.0
2013-01-07,21.0
2013-01-08,19.0
2013-01-09,29.0
2013-01-10,19.0
2013-01-11,22.0
2013-01-12,28.0
2013-01-13,31.0
2013-01-14,22.0
2013-01-15,11.0
2013-01-16,24.0
2013-01-17,18.0
2013-01-18,16.0
2013-01-19,44.0
2013-01-20,41.0
2013-01-21,19.0
2013-01-22,10.0
2013-01-23,25.0
2013-01-24,11.0
2013-01-25,15.0
2013-01-26,26.0
2013-01-27,28.0
2013-01-28,19.0
2013-01-29,21.0
2013-01-30,16.0
2013-01-31,23.0
2013-02-01,29.0
2013-02-02,41.0
2013-02-03,46.0
2013-02-04,41.0
2013-02-05,17.0
2013-02-06,35.0
2013-02-07,16.0
2013-02-08,23.0
2013-02-09,27.0
2013-02-10,24.0
2013-02-11,27.0
2013-02-12,46.0
2013-02-13,23.0
2013-02-14,11.0
2013-02-15,21.0
2013-02-16,41.0
2013-02-17,37.0
2013-02-18,40.0
2013-02-19,23.0
2013-02-20,27.0
2013-02-21,16.0
2013-02-22,18.0
2013-02-23,21.0
2013-02-24,42.0
2013-02-25,16.0
2013-02-26,21.0
2013-02-27,22.0
2013-02-28,14.0
2013-03-01,19.0
2013-03-02,48.0
2013-03-03,49.0
2013-03-04,34.0
2013-03-05,17.0
2013-03-06,21.0
2013-03-07,16.0
2013-03-08,16.0
2013-03-09,31.0
2013-03-10,25.0
2013-03-11,19.0
2013-03-12,9.0
2013-03-13,15.0
2013-03-14,9.0
2013-03-15,28.0
2013-03-16,30.0
2013-03-17,51.0
2013-03-18,15.0
2013-03-19,22.0
2013-03-20,20.0
2013-03-21,14.0
2013-03-22,24.0
2013-03-23,34.0
2013-03-24,36.0
2013-03-25,22.0
2013-03-26,13.0
2013-03-27,18.0
2013-03-28,14.0
2013-03-29,26.0
2013-03-30,28.0
2013-03-31,44.0
2013-04-01,37.0
2013-04-02,26.0
2013-04-03,24.0
2013-04-04,19.0
2013-04-05,21.0
2013-04-06,41.0
2013-04-07,37.0
2013-04-08,14.0
2013-04-09,8.0
2013-04-10,20.0
2013-04-11,29.0
2013-04-12,16.0
2013-04-13,31.0
2013-04-14,31.0
2013-04-15,18.0
2013-04-16,17.0
2013-04-17,26.0
2013-04-18,14.0
2013-04-19,20.0
2013-04-20,39.0
2013-04-21,43.0
2013-04-22,19.0
2013-04-23,10.0
2013-04-24,26.0
2013-04-25,14.0
2013-04-26,18.0
2013-04-27,28.0
2013-04-28,45.0
2013-04-29,12.0
2013-04-30,19.0
2013-05-01,41.0
2013-05-02,23.0
2013-05-03,31.0
2013-05-04,42.0
2013-05-05,49.0
2013-05-06,13.0
2013-05-07,20.0
2013-05-08,11.0
2013-05-09,21.0
2013-05-10,16.0
2013-05-11,21.0
2013-05-12,23.0
2013-05-13,13.0
2013-05-14,20.0
2013-05-15,18.0
2013-05-16,21.0
2013-05-17,27.0
2013-05-18,38.0
2013-05-19,38.0
2013-05-20,19.0
2013-05-21,17.0
2013-05-22,14.0
2013-05-23,17.0
2013-05-24,36.0
2013-05-25,28.0
2013-05-26,30.0
2013-05-27,21.0
2013-05-28,19.0
2013-05-29,17.0
2013-05-30,19.0
2013-05-31,17.0
2013-06-01,46.0
2013-06-02,53.0
2013-06-03,35.0
2013-06-04,36.0
2013-06-05,23.0
2013-06-06,20.0
2013-06-07,25.0
2013-06-08,40.0
2013-06-09,49.0
2013-06-10,25.0
2013-06-11,18.0
2013-06-12,28.0
2013-06-13,25.0
2013-06-14,19.0
2013-06-15,37.0
2013-06-16,34.0
2013-06-17,31.0
2013-06-18,13.0
2013-06-19,34.0
2013-06-20,15.0
2013-06-21,26.0
2013-06-22,34.0
2013-06-23,35.0
2013-06-24,17.0
2013-06-25,18.0
2013-06-26,14.0
2013-06-27,15.0
2013-06-28,17.0
2013-06-29,48.0
2013-06-30,41.0
2013-07-01,27.0
2013-07-02,20.0
2013-07-03,22.0
2013-07-04,18.0
2013-07-05,29.0
2013-07-06,42.0
2013-07-07,40.0
2013-07-08,21.0
2013-07-09,22.0
2013-07-10,17.0
2013-07-11,11.0
2013-07-12,25.0
2013-07-13,20.0
2013-07-14,38.0
2013-07-15,25.0
2013-07-16,24.0
2013-07-17,21.0
2013-07-18,19.0
2013-07-19,35.0
2013-07-20,40.0
2013-07-21,45.0
2013-07-22,26.0
2013-07-23,20.0
2013-07-24,28.0
2013-07-25,20.0
2013-07-26,16.0
2013-07-27,21.0
2013-07-28,36.0
2013-07-29,28.0
2013-07-30,25.0
2013-07-31,21.0
2013-08-01,27.0
2013-08-02,28.0
2013-08-03,32.0
2013-08-04,52.0
2013-08-05,28.0
2013-08-06,31.0
2013-08-07,17.0
2013-08-08,17.0
2013-08-09,25.0
2013-08-10,27.0
2013-08-11,26.0
2013-08-12,30.0
2013-08-13,25.0
2013-08-14,21.0
2013-08-15,16.0
2013-08-16,20.0
2013-08-17,4.0
2013-08-18,0.0
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,30.0
2013-08-23,30.0
2013-08-24,54.0
2013-08-25,48.0
2013-08-26,20.0
2013-08-27,20.0
2013-08-28,27.0
2013-08-29,13.0
2013-08-30,20.0
2013-08-31,49.0
2013-09-01,52.0
2013-09-02,39.0
2013-09-03,33.0
2013-09-04,28.0
2013-09-05,33.0
2013-09-06,25.0
2013-09-07,40.0
2013-09-08,45.0
2013-09-09,23.0
2013-09-10,14.0
2013-09-11,24.0
2013-09-12,14.0
2013-09-13,29.0
2013-09-14,24.0
2013-09-15,31.0
2013-09-16,17.0
2013-09-17,24.0
2013-09-18,12.0
2013-09-19,10.0
2013-09-20,18.0
2013-09-21,34.0
2013-09-22,25.0
2013-09-23,18.0
2013-09-24,20.0
2013-09-25,12.0
2013-09-26,5.0
2013-09-27,0.0
2013-09-28,0.0
2013-09-29,0.0
2013-09-30,0.0
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-05,0.0
2013-10-06,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,0.0
2013-10-11,0.0
2013-10-12,0.0
2013-10-13,0.0
2013-10-14,0.0
2013-10-15,0.0
2013-10-16,0.0
2013-10-17,0.0
2013-10-18,0.0
2013-10-19,0.0
2013-10-20,0.0
2013-10-21,0.0
2013-10-22,0.0
2013-10-23,0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-26,0.0
2013-10-27,0.0
2013-10-28,0.0
2013-10-29,0.0
2013-10-30,0.0
2013-10-31,0.0
2013-11-01,0.0
2013-11-02,0.0
2013-11-03,0.0
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-09,0.0
2013-11-10,0.0
2013-11-11,0.0
2013-11-12,0.0
2013-11-13,0.0
2013-11-14,0.0
2013-11-15,0.0
2013-11-16,0.0
2013-11-17,0.0
2013-11-18,0.0
2013-11-19,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,23.0
2013-11-23,40.0
2013-11-24,40.0
2013-11-25,17.0
2013-11-26,14.0
2013-11-27,18.0
2013-11-28,11.0
2013-11-29,34.0
2013-11-30,48.0
2013-12-01,61.0
2013-12-02,34.0
2013-12-03,7.0
2013-12-04,0.0
2013-12-05,1.0
2013-12-06,20.0
2013-12-07,45.0
2013-12-08,35.0
2013-12-09,26.0
2013-12-10,34.0
2013-12-11,21.0
2013-12-12,20.0
2013-12-13,35.0
2013-12-14,40.0
2013-12-15,48.0
2013-12-16,40.0
