,unit_sales
2013-01-01,0.0
2013-01-02,0.0
2013-01-03,0.0
2013-01-04,0.0
2013-01-05,0.0
2013-01-06,0.0
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,194.0
2013-01-10,315.0
2013-01-11,20.613
2013-01-12,254.0
2013-01-13,0.0
2013-01-14,0.0
2013-01-15,576.0
2013-01-16,0.0
2013-01-17,298.28
2013-01-18,0.0
2013-01-19,262.533
2013-01-20,0.0
2013-01-21,12.94
2013-01-22,325.953
2013-01-23,0.0
2013-01-24,417.973
2013-01-25,0.0
2013-01-26,132.527
2013-01-27,0.0
2013-01-28,11.813
2013-01-29,192.373
2013-01-30,0.0
2013-01-31,329.66
2013-02-01,0.0
2013-02-02,224.0
2013-02-03,204.0
2013-02-04,0.0
2013-02-05,10.067
2013-02-06,9.793
2013-02-07,360.167
2013-02-08,10.107
2013-02-09,434.1
2013-02-10,0.0
2013-02-11,26.273
2013-02-12,0.0
2013-02-13,34.927
2013-02-14,410.0
2013-02-15,22.14
2013-02-16,329.0
2013-02-17,0.0
2013-02-18,12.467
2013-02-19,163.713
2013-02-20,23.827
2013-02-21,408.0
2013-02-22,10.247
2013-02-23,372.653
2013-02-24,0.0
2013-02-25,10.833
2013-02-26,435.0
2013-02-27,24.787
2013-02-28,156.0
2013-03-01,21.153
2013-03-02,430.0
2013-03-03,0.0
2013-03-04,239.0
2013-03-05,29.56
2013-03-06,0.0
2013-03-07,598.0
2013-03-08,20.867
2013-03-09,319.0
2013-03-10,0.0
2013-03-11,0.0
2013-03-12,9.56
2013-03-13,20.02
2013-03-14,610.0
2013-03-15,0.0
2013-03-16,260.0
2013-03-17,0.0
2013-03-18,0.0
2013-03-19,0.0
2013-03-20,0.0
2013-03-21,747.0
2013-03-22,0.0
2013-03-23,353.0
2013-03-24,0.0
2013-03-25,257.0
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,400.0
2013-03-29,0.0
2013-03-30,369.0
2013-03-31,0.0
2013-04-01,0.0
2013-04-02,405.0
2013-04-03,0.0
2013-04-04,244.0
2013-04-05,0.0
2013-04-06,482.0
2013-04-07,0.0
2013-04-08,0.0
2013-04-09,484.0
2013-04-10,0.0
2013-04-11,277.0
2013-04-12,0.0
2013-04-13,339.0
2013-04-14,0.0
2013-04-15,0.0
2013-04-16,474.0
2013-04-17,0.0
2013-04-18,364.0
2013-04-19,0.0
2013-04-20,378.0
2013-04-21,0.0
2013-04-22,0.0
2013-04-23,422.0
2013-04-24,0.0
2013-04-25,288.0
2013-04-26,0.0
2013-04-27,419.0
2013-04-28,0.0
2013-04-29,0.0
2013-04-30,488.0
2013-05-01,83.0
2013-05-02,265.0
2013-05-03,0.0
2013-05-04,507.0
2013-05-05,0.0
2013-05-06,0.0
2013-05-07,444.0
2013-05-08,0.0
2013-05-09,130.0
2013-05-10,0.0
2013-05-11,496.0
2013-05-12,0.0
2013-05-13,0.0
2013-05-14,478.0
2013-05-15,0.0
2013-05-16,223.0
2013-05-17,0.0
2013-05-18,389.0
2013-05-19,0.0
2013-05-20,0.0
2013-05-21,359.0
2013-05-22,0.0
2013-05-23,525.0
2013-05-24,0.0
2013-05-25,346.0
2013-05-26,0.0
2013-05-27,0.0
2013-05-28,580.0
2013-05-29,0.0
2013-05-30,355.0
2013-05-31,0.0
2013-06-01,382.0
2013-06-02,0.0
2013-06-03,0.0
2013-06-04,482.0
2013-06-05,0.0
2013-06-06,459.0
2013-06-07,0.0
2013-06-08,404.0
2013-06-09,0.0
2013-06-10,0.0
2013-06-11,136.0
2013-06-12,0.0
2013-06-13,435.0
2013-06-14,0.0
2013-06-15,304.0
2013-06-16,0.0
2013-06-17,0.0
2013-06-18,454.0
2013-06-19,0.0
2013-06-20,498.0
2013-06-21,0.0
2013-06-22,410.0
2013-06-23,0.0
2013-06-24,0.0
2013-06-25,414.0
2013-06-26,0.0
2013-06-27,459.0
2013-06-28,0.0
2013-06-29,453.0
2013-06-30,0.0
2013-07-01,0.0
2013-07-02,532.0
2013-07-03,0.0
2013-07-04,352.0
2013-07-05,0.0
2013-07-06,0.0
2013-07-07,954.0
2013-07-08,0.0
2013-07-09,143.0
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,0.0
2013-07-13,751.0
2013-07-14,0.0
2013-07-15,0.0
2013-07-16,323.0
2013-07-17,0.0
2013-07-18,612.0
2013-07-19,0.0
2013-07-20,458.0
2013-07-21,0.0
2013-07-22,0.0
2013-07-23,443.0
2013-07-24,0.0
2013-07-25,434.0
2013-07-26,0.0
2013-07-27,422.0
2013-07-28,0.0
2013-07-29,0.0
2013-07-30,0.0
2013-07-31,520.0
2013-08-01,560.0
2013-08-02,0.0
2013-08-03,571.0
2013-08-04,0.0
2013-08-05,19.0
2013-08-06,413.0
2013-08-07,0.0
2013-08-08,565.0
2013-08-09,0.0
2013-08-10,351.0
2013-08-11,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,0.0
2013-08-15,0.0
2013-08-16,0.0
2013-08-17,1146.0
2013-08-18,0.0
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,616.0
2013-08-22,184.0
2013-08-23,0.0
2013-08-24,693.0
2013-08-25,0.0
2013-08-26,0.0
2013-08-27,470.0
2013-08-28,0.0
2013-08-29,415.0
2013-08-30,0.0
2013-08-31,506.0
2013-09-01,0.0
2013-09-02,0.0
2013-09-03,415.08
2013-09-04,0.0
2013-09-05,512.0
2013-09-06,0.0
2013-09-07,509.0
2013-09-08,0.0
2013-09-09,0.0
2013-09-10,358.0
2013-09-11,0.0
2013-09-12,522.0
2013-09-13,0.0
2013-09-14,416.0
2013-09-15,0.0
2013-09-16,0.0
2013-09-17,443.0
2013-09-18,0.0
2013-09-19,411.0
2013-09-20,0.0
2013-09-21,455.0
2013-09-22,0.0
2013-09-23,0.0
2013-09-24,441.0
2013-09-25,0.0
2013-09-26,397.0
2013-09-27,0.0
2013-09-28,318.0
2013-09-29,0.0
2013-09-30,0.0
2013-10-01,356.0
2013-10-02,0.0
2013-10-03,747.0
2013-10-04,0.0
2013-10-05,443.0
2013-10-06,0.0
2013-10-07,20.04
2013-10-08,466.0
2013-10-09,0.0
2013-10-10,535.0
2013-10-11,0.0
2013-10-12,468.0
2013-10-13,0.0
2013-10-14,0.0
2013-10-15,402.0
2013-10-16,0.0
2013-10-17,435.0
2013-10-18,0.0
2013-10-19,494.0
2013-10-20,0.0
2013-10-21,0.0
2013-10-22,415.0
2013-10-23,0.0
2013-10-24,368.0
2013-10-25,0.0
2013-10-26,424.0
2013-10-27,0.0
2013-10-28,0.0
2013-10-29,446.0
2013-10-30,0.0
2013-10-31,565.0
2013-11-01,0.0
2013-11-02,449.0
2013-11-03,0.0
2013-11-04,0.0
2013-11-05,460.0
2013-11-06,0.0
2013-11-07,507.0
2013-11-08,0.0
2013-11-09,0.0
2013-11-10,0.0
2013-11-11,408.0
2013-11-12,479.0
2013-11-13,0.0
2013-11-14,397.0
2013-11-15,0.0
2013-11-16,0.0
2013-11-17,0.0
2013-11-18,483.0
2013-11-19,403.0
2013-11-20,0.0
2013-11-21,414.0
2013-11-22,0.0
2013-11-23,0.0
2013-11-24,0.0
2013-11-25,349.0
2013-11-26,576.0
2013-11-27,0.0
2013-11-28,540.968
2013-11-29,0.0
2013-11-30,170.323
2013-12-01,0.0
2013-12-02,0.0
2013-12-03,487.742
2013-12-04,0.0
2013-12-05,594.194
2013-12-06,0.0
2013-12-07,883.548
2013-12-08,0.0
2013-12-09,0.0
2013-12-10,555.484
2013-12-11,0.0
2013-12-12,505.161
2013-12-13,0.0
2013-12-14,356.129
2013-12-15,0.0
2013-12-16,0.0
