,unit_sales
2013-01-01,0.0
2013-01-02,0.0
2013-01-03,7.0
2013-01-04,19.0
2013-01-05,42.0
2013-01-06,0.0
2013-01-07,7.0
2013-01-08,9.0
2013-01-09,3.0
2013-01-10,7.0
2013-01-11,24.0
2013-01-12,29.0
2013-01-13,0.0
2013-01-14,8.0
2013-01-15,6.0
2013-01-16,10.0
2013-01-17,13.0
2013-01-18,23.0
2013-01-19,40.0
2013-01-20,0.0
2013-01-21,12.0
2013-01-22,5.0
2013-01-23,6.0
2013-01-24,14.0
2013-01-25,16.0
2013-01-26,33.0
2013-01-27,0.0
2013-01-28,8.0
2013-01-29,11.0
2013-01-30,12.0
2013-01-31,13.0
2013-02-01,32.0
2013-02-02,32.0
2013-02-03,0.0
2013-02-04,6.0
2013-02-05,4.0
2013-02-06,6.0
2013-02-07,18.0
2013-02-08,28.0
2013-02-09,38.0
2013-02-10,31.0
2013-02-11,18.0
2013-02-12,14.0
2013-02-13,10.0
2013-02-14,22.0
2013-02-15,2.0
2013-02-16,0.0
2013-02-17,0.0
2013-02-18,8.0
2013-02-19,6.0
2013-02-20,7.0
2013-02-21,15.0
2013-02-22,24.0
2013-02-23,42.0
2013-02-24,0.0
2013-02-25,11.0
2013-02-26,4.0
2013-02-27,7.0
2013-02-28,7.0
2013-03-01,19.0
2013-03-02,41.0
2013-03-03,0.0
2013-03-04,8.0
2013-03-05,5.0
2013-03-06,12.0
2013-03-07,11.0
2013-03-08,17.0
2013-03-09,41.0
2013-03-10,0.0
2013-03-11,5.0
2013-03-12,10.0
2013-03-13,8.0
2013-03-14,8.0
2013-03-15,13.0
2013-03-16,26.0
2013-03-17,0.0
2013-03-18,4.0
2013-03-19,13.0
2013-03-20,10.0
2013-03-21,6.0
2013-03-22,22.0
2013-03-23,26.0
2013-03-24,0.0
2013-03-25,14.0
2013-03-26,15.0
2013-03-27,17.0
2013-03-28,23.0
2013-03-29,3.0
2013-03-30,0.0
2013-03-31,0.0
2013-04-01,0.0
2013-04-02,0.0
2013-04-03,0.0
2013-04-04,0.0
2013-04-05,0.0
2013-04-06,0.0
2013-04-07,0.0
2013-04-08,0.0
2013-04-09,0.0
2013-04-10,0.0
2013-04-11,0.0
2013-04-12,0.0
2013-04-13,0.0
2013-04-14,0.0
2013-04-15,0.0
2013-04-16,0.0
2013-04-17,0.0
2013-04-18,0.0
2013-04-19,0.0
2013-04-20,0.0
2013-04-21,0.0
2013-04-22,0.0
2013-04-23,0.0
2013-04-24,0.0
2013-04-25,0.0
2013-04-26,0.0
2013-04-27,0.0
2013-04-28,0.0
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,0.0
2013-05-02,0.0
2013-05-03,0.0
2013-05-04,14.0
2013-05-05,0.0
2013-05-06,10.0
2013-05-07,11.0
2013-05-08,15.0
2013-05-09,9.0
2013-05-10,38.0
2013-05-11,61.0
2013-05-12,0.0
2013-05-13,8.0
2013-05-14,13.0
2013-05-15,15.0
2013-05-16,21.0
2013-05-17,38.0
2013-05-18,38.0
2013-05-19,0.0
2013-05-20,2.0
2013-05-21,9.0
2013-05-22,9.0
2013-05-23,43.0
2013-05-24,34.0
2013-05-25,29.0
2013-05-26,0.0
2013-05-27,6.0
2013-05-28,9.0
2013-05-29,16.0
2013-05-30,7.0
2013-05-31,20.0
2013-06-01,34.0
2013-06-02,0.0
2013-06-03,8.0
2013-06-04,16.0
2013-06-05,9.0
2013-06-06,7.0
2013-06-07,68.0
2013-06-08,33.0
2013-06-09,0.0
2013-06-10,8.0
2013-06-11,26.0
2013-06-12,6.0
2013-06-13,13.0
2013-06-14,26.0
2013-06-15,50.0
2013-06-16,0.0
2013-06-17,10.0
2013-06-18,5.0
2013-06-19,12.0
2013-06-20,14.0
2013-06-21,25.0
2013-06-22,40.0
2013-06-23,0.0
2013-06-24,2.0
2013-06-25,4.0
2013-06-26,7.0
2013-06-27,12.0
2013-06-28,25.0
2013-06-29,50.0
2013-06-30,0.0
2013-07-01,10.0
2013-07-02,6.0
2013-07-03,7.0
2013-07-04,22.0
2013-07-05,22.0
2013-07-06,36.0
2013-07-07,0.0
2013-07-08,8.0
2013-07-09,8.0
2013-07-10,8.0
2013-07-11,10.0
2013-07-12,16.0
2013-07-13,25.0
2013-07-14,0.0
2013-07-15,7.0
2013-07-16,3.0
2013-07-17,9.0
2013-07-18,17.0
2013-07-19,20.0
2013-07-20,43.0
2013-07-21,0.0
2013-07-22,12.0
2013-07-23,9.0
2013-07-24,7.0
2013-07-25,10.0
2013-07-26,26.0
2013-07-27,39.0
2013-07-28,0.0
2013-07-29,7.0
2013-07-30,6.0
2013-07-31,4.0
2013-08-01,10.0
2013-08-02,23.0
2013-08-03,35.0
2013-08-04,0.0
2013-08-05,9.0
2013-08-06,5.0
2013-08-07,7.0
2013-08-08,15.0
2013-08-09,24.0
2013-08-10,32.0
2013-08-11,0.0
2013-08-12,8.0
2013-08-13,17.0
2013-08-14,7.0
2013-08-15,14.0
2013-08-16,11.0
2013-08-17,47.0
2013-08-18,0.0
2013-08-19,10.0
2013-08-20,11.0
2013-08-21,12.0
2013-08-22,15.0
2013-08-23,28.0
2013-08-24,26.0
2013-08-25,0.0
2013-08-26,6.0
2013-08-27,8.0
2013-08-28,9.0
2013-08-29,12.0
2013-08-30,30.0
2013-08-31,46.0
2013-09-01,0.0
2013-09-02,8.0
2013-09-03,6.0
2013-09-04,12.0
2013-09-05,8.0
2013-09-06,33.0
2013-09-07,28.0
2013-09-08,0.0
2013-09-09,4.0
2013-09-10,8.0
2013-09-11,6.0
2013-09-12,12.0
2013-09-13,21.0
2013-09-14,37.0
2013-09-15,0.0
2013-09-16,4.0
2013-09-17,3.0
2013-09-18,8.0
2013-09-19,9.0
2013-09-20,20.0
2013-09-21,34.0
2013-09-22,0.0
2013-09-23,10.0
2013-09-24,6.0
2013-09-25,4.0
2013-09-26,10.0
2013-09-27,13.0
2013-09-28,19.0
2013-09-29,0.0
2013-09-30,8.0
2013-10-01,6.0
2013-10-02,9.0
2013-10-03,8.0
2013-10-04,22.0
2013-10-05,40.0
2013-10-06,0.0
2013-10-07,6.0
2013-10-08,10.0
2013-10-09,15.0
2013-10-10,29.0
2013-10-11,56.0
2013-10-12,24.0
2013-10-13,0.0
2013-10-14,8.0
2013-10-15,17.0
2013-10-16,1.0
2013-10-17,4.0
2013-10-18,2.0
2013-10-19,35.0
2013-10-20,0.0
2013-10-21,7.0
2013-10-22,4.0
2013-10-23,10.0
2013-10-24,5.0
2013-10-25,9.0
2013-10-26,18.0
2013-10-27,0.0
2013-10-28,2.0
2013-10-29,4.0
2013-10-30,2.0
2013-10-31,7.0
2013-11-01,10.0
2013-11-02,23.0
2013-11-03,0.0
2013-11-04,8.0
2013-11-05,1.0
2013-11-06,6.0
2013-11-07,11.0
2013-11-08,25.0
2013-11-09,25.0
2013-11-10,0.0
2013-11-11,3.0
2013-11-12,9.0
2013-11-13,6.0
2013-11-14,3.0
2013-11-15,27.0
2013-11-16,42.0
2013-11-17,0.0
2013-11-18,6.0
2013-11-19,3.0
2013-11-20,6.0
2013-11-21,4.0
2013-11-22,18.0
2013-11-23,41.0
2013-11-24,0.0
2013-11-25,6.0
2013-11-26,12.0
2013-11-27,8.0
2013-11-28,9.0
2013-11-29,13.0
2013-11-30,16.0
2013-12-01,0.0
2013-12-02,3.0
2013-12-03,6.0
2013-12-04,15.0
2013-12-05,25.0
2013-12-06,19.0
2013-12-07,24.0
2013-12-08,0.0
2013-12-09,2.0
2013-12-10,11.0
2013-12-11,6.0
2013-12-12,9.0
2013-12-13,19.0
2013-12-14,17.0
2013-12-15,0.0
2013-12-16,15.0
