,unit_sales
2013-01-01,0.0
2013-01-02,2.0
2013-01-03,4.0
2013-01-04,7.0
2013-01-05,0.0
2013-01-06,2.0
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,1.0
2013-01-10,2.0
2013-01-11,7.0
2013-01-12,0.0
2013-01-13,5.0
2013-01-14,4.0
2013-01-15,1.0
2013-01-16,0.0
2013-01-17,3.0
2013-01-18,17.0
2013-01-19,0.0
2013-01-20,0.0
2013-01-21,1.0
2013-01-22,1.0
2013-01-23,1.0
2013-01-24,2.0
2013-01-25,14.0
2013-01-26,0.0
2013-01-27,0.0
2013-01-28,2.0
2013-01-29,3.0
2013-01-30,1.0
2013-01-31,3.0
2013-02-01,13.0
2013-02-02,0.0
2013-02-03,2.0
2013-02-04,1.0
2013-02-05,2.0
2013-02-06,0.0
2013-02-07,2.0
2013-02-08,7.0
2013-02-09,1.0
2013-02-10,0.0
2013-02-11,1.0
2013-02-12,1.0
2013-02-13,1.0
2013-02-14,0.0
2013-02-15,11.0
2013-02-16,1.0
2013-02-17,0.0
2013-02-18,0.0
2013-02-19,0.0
2013-02-20,1.0
2013-02-21,2.0
2013-02-22,4.0
2013-02-23,0.0
2013-02-24,2.0
2013-02-25,1.0
2013-02-26,0.0
2013-02-27,5.0
2013-02-28,2.0
2013-03-01,9.0
2013-03-02,3.0
2013-03-03,1.0
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,0.0
2013-03-07,2.0
2013-03-08,2.0
2013-03-09,1.0
2013-03-10,4.0
2013-03-11,2.0
2013-03-12,0.0
2013-03-13,1.0
2013-03-14,0.0
2013-03-15,8.0
2013-03-16,0.0
2013-03-17,2.0
2013-03-18,3.0
2013-03-19,0.0
2013-03-20,2.0
2013-03-21,3.0
2013-03-22,12.0
2013-03-23,2.0
2013-03-24,0.0
2013-03-25,2.0
2013-03-26,1.0
2013-03-27,1.0
2013-03-28,2.0
2013-03-29,9.0
2013-03-30,1.0
2013-03-31,1.0
2013-04-01,3.0
2013-04-02,0.0
2013-04-03,0.0
2013-04-04,0.0
2013-04-05,13.0
2013-04-06,2.0
2013-04-07,1.0
2013-04-08,3.0
2013-04-09,2.0
2013-04-10,0.0
2013-04-11,1.0
2013-04-12,3.0
2013-04-13,2.0
2013-04-14,0.0
2013-04-15,1.0
2013-04-16,0.0
2013-04-17,1.0
2013-04-18,2.0
2013-04-19,4.0
2013-04-20,0.0
2013-04-21,0.0
2013-04-22,2.0
2013-04-23,3.0
2013-04-24,2.0
2013-04-25,2.0
2013-04-26,10.0
2013-04-27,2.0
2013-04-28,6.0
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,1.0
2013-05-02,0.0
2013-05-03,2.0
2013-05-04,2.0
2013-05-05,4.0
2013-05-06,8.0
2013-05-07,0.0
2013-05-08,0.0
2013-05-09,1.0
2013-05-10,5.0
2013-05-11,1.0
2013-05-12,1.0
2013-05-13,2.0
2013-05-14,7.0
2013-05-15,0.0
2013-05-16,0.0
2013-05-17,9.0
2013-05-18,0.0
2013-05-19,3.0
2013-05-20,1.0
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,3.0
2013-05-24,13.0
2013-05-25,3.0
2013-05-26,2.0
2013-05-27,3.0
2013-05-28,1.0
2013-05-29,2.0
2013-05-30,5.0
2013-05-31,3.0
2013-06-01,0.0
2013-06-02,0.0
2013-06-03,1.0
2013-06-04,0.0
2013-06-05,2.0
2013-06-06,1.0
2013-06-07,13.0
2013-06-08,3.0
2013-06-09,2.0
2013-06-10,1.0
2013-06-11,0.0
2013-06-12,3.0
2013-06-13,1.0
2013-06-14,3.0
2013-06-15,2.0
2013-06-16,4.0
2013-06-17,4.0
2013-06-18,1.0
2013-06-19,0.0
2013-06-20,1.0
2013-06-21,7.0
2013-06-22,1.0
2013-06-23,8.0
2013-06-24,1.0
2013-06-25,1.0
2013-06-26,2.0
2013-06-27,2.0
2013-06-28,6.0
2013-06-29,1.0
2013-06-30,0.0
2013-07-01,2.0
2013-07-02,3.0
2013-07-03,2.0
2013-07-04,1.0
2013-07-05,7.0
2013-07-06,2.0
2013-07-07,0.0
2013-07-08,6.0
2013-07-09,2.0
2013-07-10,2.0
2013-07-11,1.0
2013-07-12,14.0
2013-07-13,2.0
2013-07-14,4.0
2013-07-15,1.0
2013-07-16,2.0
2013-07-17,2.0
2013-07-18,3.0
2013-07-19,12.0
2013-07-20,1.0
2013-07-21,2.0
2013-07-22,1.0
2013-07-23,4.0
2013-07-24,4.0
2013-07-25,4.0
2013-07-26,5.0
2013-07-27,2.0
2013-07-28,1.0
2013-07-29,0.0
2013-07-30,7.0
2013-07-31,2.0
2013-08-01,3.0
2013-08-02,5.0
2013-08-03,2.0
2013-08-04,0.0
2013-08-05,1.0
2013-08-06,4.0
2013-08-07,1.0
2013-08-08,4.0
2013-08-09,8.0
2013-08-10,0.0
2013-08-11,3.0
2013-08-12,1.0
2013-08-13,1.0
2013-08-14,6.0
2013-08-15,4.0
2013-08-16,5.0
2013-08-17,0.0
2013-08-18,0.0
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,1.0
2013-08-22,0.0
2013-08-23,15.0
2013-08-24,1.0
2013-08-25,6.0
2013-08-26,3.0
2013-08-27,2.0
2013-08-28,3.0
2013-08-29,4.0
2013-08-30,12.0
2013-08-31,2.0
2013-09-01,1.0
2013-09-02,2.0
2013-09-03,2.0
2013-09-04,5.0
2013-09-05,2.0
2013-09-06,9.0
2013-09-07,1.0
2013-09-08,2.0
2013-09-09,1.0
2013-09-10,1.0
2013-09-11,5.0
2013-09-12,1.0
2013-09-13,12.0
2013-09-14,2.0
2013-09-15,3.0
2013-09-16,0.0
2013-09-17,0.0
2013-09-18,1.0
2013-09-19,1.0
2013-09-20,10.0
2013-09-21,0.0
2013-09-22,0.0
2013-09-23,1.0
2013-09-24,3.0
2013-09-25,4.0
2013-09-26,1.0
2013-09-27,11.0
2013-09-28,0.0
2013-09-29,2.0
2013-09-30,1.0
2013-10-01,4.0
2013-10-02,3.0
2013-10-03,3.0
2013-10-04,14.0
2013-10-05,1.0
2013-10-06,4.0
2013-10-07,3.0
2013-10-08,0.0
2013-10-09,2.0
2013-10-10,3.0
2013-10-11,15.0
2013-10-12,1.0
2013-10-13,2.0
2013-10-14,0.0
2013-10-15,4.0
2013-10-16,1.0
2013-10-17,1.0
2013-10-18,11.0
2013-10-19,2.0
2013-10-20,5.0
2013-10-21,3.0
2013-10-22,2.0
2013-10-23,1.0
2013-10-24,1.0
2013-10-25,11.0
2013-10-26,1.0
2013-10-27,3.0
2013-10-28,0.0
2013-10-29,2.0
2013-10-30,4.0
2013-10-31,1.0
2013-11-01,10.0
2013-11-02,5.0
2013-11-03,5.0
2013-11-04,2.0
2013-11-05,3.0
2013-11-06,4.0
2013-11-07,1.0
2013-11-08,9.0
2013-11-09,2.0
2013-11-10,4.0
2013-11-11,2.0
2013-11-12,1.0
2013-11-13,1.0
2013-11-14,1.0
2013-11-15,11.0
2013-11-16,2.0
2013-11-17,8.0
2013-11-18,3.0
2013-11-19,1.0
2013-11-20,3.0
2013-11-21,4.0
2013-11-22,6.0
2013-11-23,4.0
2013-11-24,4.0
2013-11-25,3.0
2013-11-26,0.0
2013-11-27,3.0
2013-11-28,2.0
2013-11-29,11.0
2013-11-30,4.0
2013-12-01,2.0
2013-12-02,4.0
2013-12-03,3.0
2013-12-04,2.0
2013-12-05,0.0
2013-12-06,14.0
2013-12-07,0.0
2013-12-08,3.0
2013-12-09,6.0
2013-12-10,2.0
2013-12-11,3.0
2013-12-12,2.0
2013-12-13,15.0
2013-12-14,3.0
2013-12-15,6.0
2013-12-16,3.0
